unique_id,isco88_cg_4,occupation_en,task_en,employer_en,product_en
AS11504_3,4222,receptionist,receptionist,hua sung enterpris limit,merchandis trade compani
AS11505_1,3112,cleric,calcul architectur plan,architectur firm causeway bay,architectur firm
AS11506_1,3340,cram school teacher,homework guidanc,privat remedi studi,cram school teacher
AS11506_2,1224,manag traine,manag contact custom document process meet custom make round factori,toy trade compani wanchai,toy trade
AS11509_1,8322,deliveri instal,deliv instal merchandis,furnitur store central,furnitur store
AS11509_2,7129,construct worker,construct worker,construct compani lamma island,construct compani
AS11510_1,2310,geolog instructor,geolog instructor,geolog school fuzhou,institut higher educ
AS11510_2,2141,engin,build design draft,chines number 5 construct compani liuzhou guangxi,build construct
AS11510_3,2143,engin,research,provinci bureau technolog nan guangxi,energyrel research work
AS11510_4,2143,design engin,design household applianc draft,hong kong fuda household electr applianc factori,household applianc product
AS11510_5,1224,manag china trade depart,contact custom administr manag,may lee importexport trade compani,merchandis trade compani
AS11510_6,1210,proprietor,execut manag compani,yekol ltd project consult,power plant project new energi materi
AS11511_1,8232,worker,shoe melt plastic granul,two differ plastic factori,primarili manufactur plastic shoe
AS11512_1,4190,cleric assist,keep time sheet cleric work,electr mechan servic depart,govern depart
AS11512_2,4131,secondari materi inspector,order medicin cleric work,materi suppli depart,govern depart
AS11512_3,4131,secondari materi inspector,order medicin cleric work,princ wale hospit,healthcar
AS11512_4,4111,clerk,cleric work,apac electron,comput motherboard product
AS11512_5,4111,clerk,cleric,kowlooncanton railway corpor,railroad compani
AS11512_6,4111,clerk,cleric,hong kong mtr,railroad compani
AS11514_1,6130,farmer,plant veget rice rais pig chicken,farm,plant veget rice rais pig
AS11514_2,9132,janitor,clean,plastic factori,plastic bag manufactur
AS11514_3,8264,cloth presser,iron,garment factori,finish garment manufactur
AS11514_4,5131,worker,child care,resid,resid
AS11515_1,3142,sampan oper,carri passeng,selfemploy sampan busi,transport passeng
AS11515_2,5123,dishwash floor servic,wash dish wait tabl,chuan kee float restaur,food servic
AS11515_3,9131,work home,cook clean,resid,resid
AS11515_4,9162,park janitor,clean park,leisur cultur servic depart,urban public health
AS11516_1,3439,administr staff,administr manag,tai sang land develop ltd,real estat agent
AS11516_2,1120,execut offic,administr manag,govern,govern head offic
AS11516_3,3439,administr,administr manag,privaci commiss offic,offic privaci commission person data
AS11516_4,3439,administr,administr manag,chines univers hk,univers
AS11516_5,3439,depart manag,administr manag,hong kong institut certifi public account,cpa exam
AS11516_6,1120,depart head,administr manag,construct worker registr board,regul issu licens
AS11516_7,1143,depart manag,administr manag,societi aid rehabilit drug user hong kong,substanc abus rehabilit servic
AS11517_1,6153,fisherman,fish,fisherman,fish
AS11517_2,7436,piec togeth plastic flower,piec togeth plastic flower,work home,work home
AS11517_3,9321,assembl worker,assembl toy,plastic factori kwun tong,toy manufactur
AS11517_4,8283,assembl worker,assembl air duct,hair dryer factori kwun tong,air duct manufactur
AS11517_5,8283,watch movement instal,instal watch movement,work home,work home
AS11517_6,9111,hawker,sell dim sum,hawker,hawker
AS11517_7,7212,burn electr wire,connect electr wire,work home,work home
AS11517_8,5123,sell dim sum,sell dim sum,tea hous cheung chau,food servic
AS11519_1,8283,radio assembl,radio assembl,electron factori shau kei wan,radio manufactur
AS11519_2,8262,knit sweater,knit sweater,man fung sweater factori,sweater manufactur
AS11519_3,8262,knit sweater,knit sweater,tai yip sweater factori,sweater manufactur
AS11519_4,9111,vendor,sell breakfast,hawker,sell food product
AS11519_5,8283,assembl electron compon,assembl electron compon,game electron technolog co ltd factori,electron compon manufactur
AS11519_6,9132,janitor,clean offic,drainag servic depart,govern depart
AS11520_1,6130,farm,graze cattl plant rice onion veget rais pig,farm,farm plant graze cattl rais pig
AS11520_2,9312,dump truck oper,dump truck oper,construct mason construct site,construct
AS11520_3,9132,janitor,sweep clear trash,residenti clean,clean servic
AS11521_1,9100,offic assist,deliv receiv merchandis clean,hong ning pharmaci,pharmaceut sale
AS11521_2,4143,proofread,proofread text,south china morn post,newspap industri
AS11521_3,7341,proofread,proofread text,cathay print,print book
AS11521_4,3415,salesperson,salesperson,dyechem trade compani,trade compani
AS11521_5,1210,proprietor,proofread text manag,yatu print work,commerci print
AS11522_1,8263,femal garment worker,sew garment,two differ garment factori lai chi kok,garment factori
AS11522_2,5132,nurs care senior,care bath turn chang diaper senior,nurs home shaukeiwan,senior care
AS11524_1,3411,salesperson,sell bank product,bank shanghai,bank financi servic
AS11524_2,3434,analyst,analyz data,hong kong bank,financi servic
AS11525_1,5220,groceri store salesperson,sundri general merchandis compani sell person care product move merchandis collect payment,man depart store,man sundri general merchandis sell person care product
AS11526_1,2144,comput product design engin,comput product design engin,anpei fanda electron comput product manufactur compani,manufactur electron comput product
AS11526_2,2144,manag comput product design depart,comput product design depart manag personnel manag design project manag,anpei fanda electron comput product compani,manufactur electron comput product
AS11526_3,2144,camera manufactur process control assist,camera manufactur process manag,w hake camera manufactur,camera part manufactur
AS11526_4,1237,manag electron product design engin depart,manag electron product design engin depart design electron product manag design project,digit view ltd electron product design compani,electron product design
AS11527_1,6110,farmer,plant veget grain,farm,plant grain veget
AS11527_2,5122,chef,cook,queen elizabeth hospit,hospit
AS11527_3,5122,chef,cook,mental hospit kwai chung,hospit
AS11527_4,7124,interior decor,build mainten,hous author,public hous estat manag
AS11529_1,2331,teacher,human social scienc teacher,st paul primari school,primari school
AS11529_2,2331,teacher,human social scienc teacher,kei yan primari school,primari school
AS11529_3,2331,teacher,human social scienc teacher,maryknol primari school,primari school
AS11529_4,2331,teacher,human social scienc teacher,lasall chan sui ki primari school,primari school
AS11529_5,2331,teacher,human social scienc teacher,wah yan primari school,primari school
AS11529_6,2331,teacher,human social scienc teacher,sacr heart primari school,primari school
AS11529_7,2331,teacher,human social scienc teacher,pokfulam govern primari school,primari school
AS11529_8,2331,teacher,human social scienc teacher,lui ming choi primari school,primari school
AS11530_1,2455,director,director news depart cultur program depart,televis station guangdong,televis station
AS11530_2,2455,director,seri director,tvb,televis station
AS11530_3,2455,director,seri postproduct,tv,televis station
AS11531_1,9142,automot detail,automot detail,chun ching carwash,automot detail repair
AS11532_1,8224,sampl room assist,print film,choic limit,print compani
AS11532_2,8224,sampl room assist,print film deliv merchandis,super qualiti limit,print compani
AS11532_3,5169,secur guard,build peripheri secur,hoi yee peninsula secur compani,insur compani
AS11532_4,5220,salesperson,salesperson,citysup,supermarket
AS11534_1,7311,instal clock watch part,instal clock watch compon,clock watch compani central assembl export,cloth watch instal export
AS11534_2,4111,assist clerk,assist clerk mail clerk,japanes bank,bank oper
AS11534_3,4212,data entri custom servic,custom servic data entri,american express bank,bank oper
AS11535_1,9312,construct worker,primarili produc construct procedur,construct interior decor compani,provid construct interior decor servic
AS11535_2,9333,hawker manag team,move cargo,urban council,provid urban plan servic
AS11535_3,3340,qigong master,teach qigong,privat qigong instruct,provid privat instruct qigong
AS11536_1,4222,receptionist,receptionist,orient ship manag,ship compani
AS11536_2,4115,secretari,secretari,multigold air express,airlin
AS11536_3,4111,administr assist,cleric,swedish club,insur compani
AS11536_4,3413,holiday consult,custom servic,rci,timeshar compani
AS11536_5,1233,corpor servic manag,sale administr,santa fe,logist reloc servic
AS11537_1,5220,custom servic,custom servic sale,miss sixti,retail fashion sale
AS11537_2,3413,senior salesperson,build sale,centalin properti agenc,real estat agent
AS11539_1,2411,account,primarili respons audit work,price water hous cooper,provid audit servic
AS11539_2,3411,invest advisor,respons assist custom evalu stock risk trade,bravia capit,primarili provid equiti invest advic
AS11540_1,6151,fish sell fish,fish sell fish,fish fish farm fresh water fish pond,fish farm fish fishpond sell fish
AS11540_2,7136,plumb technician,instal ceil fire prevent sprinkler,plumber,interior plumb project
AS11541_1,5169,secur guard,primarili maintain shop mall secur,wai see secur limit,provid build shop mall secur servic
AS11541_2,8264,press oper press denim fabric,press drawn woven pattern onto denim,denim garment factori,primarili manufactur denim finish good includ blue jean denim jacketscoat denim bag
AS11541_3,9333,warehous staff,arrang sort move air cargo,intern cargo transport compani hong kong,primarili provid air cargo contain transport servic
AS11542_1,6111,plant rice weed,harvest plant crop move water canal,farm,primarili plant rice weed deliv water
AS11542_2,7436,knit sweater cut thread thread plastic flower fold plastic box,primarili make handicraft eg knit sweater cut thread fold plastic box,manual work home,make small handicraft home eg thread plastic flower small handmad item
AS11544_1,3415,salesperson,sell merchandis custom,uni japanes depart store,sell japanes product everyday use
AS11544_2,3415,salesperson,sell cloth custom,shop sell espirit apparel,primarili sell apparel product
AS11544_3,3415,salesperson,sell cloth custom,inilicci fashion boutiqu,primarili sell highend fashion
AS11544_4,3415,senior salesperson,sell cloth custom,ygm fashion boutiqu,primarili sell cloth
AS11544_5,1233,shop manag,market merchandis retail sale manag work,godvia chocol shop,primarili sell chocol
AS11544_6,1233,shop manag,market product retail sale manag work,armani chocol shop,primarili sell chocol
AS11544_7,1233,shop manag,primarili market retail sale manag work,hang ten fashion boutiqu,primarili sell apparel
AS11545_1,5220,worker,primarili assist famili member run shop busi move organ merchandis,groceri store,sell dailyus item firewood rice oil salt
AS11545_2,9322,packer,packag finish denim garment place cardboard box,fook hing garment factori,primarili manufactur denim apparel
AS11545_3,3152,manag,primarili overse human resourc inspect qualiti finish denim product,south north garment factori,primarili manufactur apparel made denim
AS11545_4,9151,baggag handler,handl baggag,cathay pacif airlin,primarili provid airlin servic
AS11546_1,6111,farmer,sow appli fertil harvest crop,farm,primarili plant rice veget
AS11546_2,8261,bobbin oper,respons oper bobbin connect thread,spin mill kowloon,manufactur gauz
AS11546_3,3439,instructor,primarili assign textil factori worker,tah tong textil factori,primarili manufactur gauz
AS11546_4,1210,proprietor,hand compani oper particip garment manufactur process,wah sang garment factori,primarili manufactur cotton garment
AS11547_1,3228,pharmacist intern,learn pharmacist,shen associ hospit,provid privat healthcar servic
AS11547_2,2224,pharmacist,prepar prescript custom,ho ping pharmaci,sell western medicin articl daili use
AS11547_3,2224,pharmacist,prepar prescript custom,wing fat pharmaci,sell western medicin articl daili use
AS11547_4,2224,pharmacist,prepar prescript custom,man tsing pharmaci,sell western medicin articl daili use
AS11547_5,2224,pharmacist,prepar prescript patient,toronto pharmaci,sell western medicin articl daili use
AS11547_6,2224,pharmacist,prepar prescript custom,shun pharmaci,sell western medicin articl daili use
AS11549_1,7412,apprentic learn bake bread,learn make bread,bakeri,primarili sell bread
AS11549_2,7233,machineri mainten repair apprentic,learn maintain repair machineri,sock factori,manufactur cotton sock
AS11549_3,7233,chief machineri mainten repair mechan,maintain repair sock knit machineri design sock pattern,tsoi yee sock factori,manufactur cotton sock
AS11549_4,7233,chief machineri mainten repair mechan,maintain repair sew machin,garment factori,primarili manufactur cloth tshirt
AS11549_5,1210,proprietor,market sell cigarett,street vendor cigarett,primarili sell cigarett
AS11549_6,1210,proprietor,market sell finish garment,finish garment hawker stall,primarili sell cotton cloth
AS11551_1,6111,rice farmer,primarili plant harvest crop,farm,assist govern plant rice veget
AS11551_2,7313,costum jewelri processor,process handmad costum jewelri primarili make bracelet clasp,costum jewelri factori,primarili provid metal costum jewelri process servic
AS11551_3,5123,waiter,serv custom exampl take order settl bill,six differ chines restaur,primarili provid chines food servic
AS11552_1,4223,clerk,document process work answer telephon,registr elector offic hong kong govern,primarili process voter registr
AS11552_2,4211,receptionist,ticket sale,hong kong jockey club,provid gambl recreat servic
AS11552_3,8322,taxi driver,deliv passeng destin,selfemploy taxi,provid transport servic
AS11556_1,8269,cutter,cut tshirt pattern,garment factori,primarili manufactur tshirt
AS11556_2,7435,worker cut paper pattern handbag,provid handbag sampl client draw handbag pattern paper,handbag factori,primarili manufactur handmad leather handbag
AS11557_1,7313,apprentic,learn jewelri process process,jewelri electroform factori,polish process jewelri
AS11557_2,7313,master,primarili process polish jewelri,jewelri electroform factori,provid jewelri process polish servic
AS11559_1,7241,machineri repairman,repair ship machineri,china shipbuild,contain ship manufactur
AS11559_2,8263,worker,oper zipper sew machin make zipper,garment zipper factori,manufactur plastic metal zipper cloth
AS11559_3,7442,worker,respons sew shoe upper,shoe factori,shoe manufactur servic
AS11559_4,8263,worker,sew sock,sock factori,manufactur cotton sock
AS11559_5,8283,worker,assembl electron watch face accessori,electron watch factori,manufactur electron watch
AS11559_6,9132,janitor,clean tidi room,privat villa,provid privat hour room rental servic
AS11560_1,8263,femal garment worker,sew tshirt,garment factori,primarili manufactur tshirt
AS11560_2,5131,worker,take care daili meal cook young children,privat resid,privat childcar servic
AS11560_3,5131,onboard nanni,take care watch student safeti order school bus,school bus servic,provid transport servic school children
AS11561_1,9132,apprentic,clean polish machineri workshop,tai ming machineri factori,light machineri manufactur
AS11561_2,1210,proprietor,manufactur manag,chan yin kee co mechan engin,manufactur shoe last
AS11561_3,3340,handicraft instructor,teach handicraft prison,depart correct,govern agenc
AS11561_4,5163,correct director,manag work site product,depart correct,govern agenc
AS11562_1,9132,odd job,clean odd job,golden dragon knit factori limit,underwear manufactur
AS11562_2,5220,salesperson,sell medicin,wing hing pharmaci,pharmaci
AS11562_3,4221,clerk,cleric,american express travel agenc,travel agenc
AS11562_4,4211,salesperson,sell airlin ticket,myanmar airway intern,airlin
AS11562_5,4131,warehous attend,manag warehous,san miguel breweri,beer product
AS11562_6,1224,general manag,manag staff,sun tung lok restaur,restaur
AS11564_1,6153,fisherman fish,fish,fish fish boat,fish fish boat
AS11564_2,8232,plastic worker,plastic worker,plastic factori sai wan,plastic manufactur industri
AS11565_1,3471,freehand draw artist design,draw design camera shot,publish compani kowloon tong causeway bay central,publish book poster
AS11565_2,2139,comput artist design,comput artist design,govern inform servic offic wanchai,publish news stori
AS11566_1,5220,salesperson,salesperson,mood fashion,retail fashion sale
AS11566_2,4222,receptionist,cleric,lee chuen tak law offic,law firm
AS11566_3,4222,receptionist,cleric,herbal life,multilevel market compani
AS11567_1,9100,traine,sale move deliv merchandis,tai yin depart store,depart store
AS11567_10,8322,driver,deliv merchandis,car compani,car sale
AS11567_11,5220,salesperson,sale,forefront limit,car sale
AS11567_12,8320,driver,deliv merchandis,differ compani,haul rice
AS11567_2,5220,salesperson,sell book,nan sin book compani,sell book
AS11567_3,7211,apprentic,learn make industri mold,hardwar factori sham shui po,hardwar mold manufactur
AS11567_4,7233,apprentic,machineri mainten repair,undersea tunnel,undersea tunnel
AS11567_5,7422,apprentic,woodwork,furnitur factori hung hom,furnitur manufactur
AS11567_6,8322,driver,deliv merchandis,tung shing hardwar factori,wholesal distribut hardwar
AS11567_7,8324,driver,oil truck driver,aberdeen tunnel,tunnel compani
AS11567_8,8324,driver,oil truck driver,aoki construct compani,construct compani
AS11567_9,8324,driver,cement truck driver,turn round compani limit,transport compani
AS11569_1,2411,account,cleric,chun sing ship compani,ship
AS11569_2,4212,teller,cleric,oversea trust bank,bank
AS11569_3,2411,account,cleric,rentouma import alcohol beverag compani,import alcohol beverag trade compani
AS11569_4,2411,account,cleric,us gourmet,food product trade compani
AS11569_5,2411,account,cleric,china everbright group,public list compani
AS11569_6,2411,account,cleric,chines youth foundat,youth exchang program
AS11569_7,4111,school general offic manag,cleric,chines foundat secondari school,middl school
AS11569_8,4115,compani secretari manag,cleric,fiduciari asia corpor servic,compani secretari job
AS11570_1,4223,switchboard oper cleric work,switchboard oper cleric work,hk 3a advertis compani,advertis
AS11570_2,3429,salesperson cleric work,salesperson cleric work market advertis,five differ pmp advertis compani hk,advertis
AS11571_1,7433,tailor apprentic,tailor assist,kei hing apparel store sai ying pun,garment manufactur
AS11571_2,7433,tailor apprentic,tailor assist,cloth store sham shui po,garment manufactur
AS11571_3,1210,proprietor,cloth manufactur manag,apparel shop cain road,cloth manufactur
AS11571_4,8232,plastic inject mold worker,nylon resin manufactur,plastic factori chai wan,plastic mold manufactur
AS11571_5,5169,caretak,build manag,jone lang lasall,properti manag
AS11571_6,5169,caretak,build manag,wah fu estat,resid
AS11571_7,5169,caretak,build manag,kong shum properti compani limit,resid
AS11572_1,3340,draw teacher,teach draw,chung fung galleri,children art studio
AS11572_2,5220,salesperson,salesperson,sam da wallpap compani,wallpap sale
AS11572_3,5220,salesperson,salesperson,furnitur compani wanchai,furnitur sale
AS11572_4,5220,salesperson,salesperson,kwong sang hong depart store,depart store
AS11572_5,1210,proprietor,proprietor manag,eleg villa giftwar boutiqu,tourist souvenir sale
AS11572_6,5220,salesperson,salesperson,sinomax bed co,bed sale
AS11572_7,5220,salesperson,salesperson,nici toy co,stuf anim sale
AS11572_8,5169,secur guard,build secur,island south properti manag,build manag
AS11574_1,8232,plastic worker,plastic toy manufactur,plastic factori,plastic toy manufactur
AS11574_2,8286,assembl worker,assembl zipper,zipper factori,zipper manufactur
AS11574_3,8284,plastic worker,plastic assembl,plastic factori,plastic manufactur
AS11575_1,4121,cleric,document process count,levi blue jean compani,blue jean manufactur
AS11575_2,4121,cleric,count document process,temco industri limit nylon factori,manufactur nylon thread
AS11576_1,5230,salesperson,salesperson,retail seafood sale,retail seafood sale
AS11576_2,4111,offic document process clerk,count document process manag,british forc oversea hong kong headquart,defens
AS11576_3,8172,oper heavi machineri manufactur wheel,control heavi machineri,automot part steel wheel,manufactur automobil wheel
AS11576_4,8264,run dri clean compani,stain remov cloth control dri clean machineri press pack cloth,selfemploy dri clean plant,dri clean servic
AS11576_5,3439,manag,interview expatri employe document process,domest servant employ agenc,recruit foreign domest servant
AS11576_6,3340,english teacher,teach,selfemploy english tutor,privat instruct
AS11577_1,4111,custom servic exportimport clerk document process,custom servic exportimport clerk document process,garment factori yau tong,textil fabric manufactur
AS11577_2,4222,custom servic exportimport clerk document process,custom servic exportimport clerk document process,textil trade compani cheung sha wan,trade compani export import textil product
AS11577_3,1224,custom servic administr manag compani,administr manag custom servic,foreign spirit food textil product trade compani central,export import trade import spirit food textil product
AS11577_4,1224,custom servic administr manag,administr manag custom servic,selfemploy busi textil manufactur export import,finish garment manufactur export trade
AS11577_5,1222,product control custom servic,product control custom servic,air condit refriger compani uk,air condition refriger manufactur
AS11579_1,6153,fisherman,drive catch fish,selfemploy busi,primarili catch fish seafood
AS11579_2,1224,wholesal distribut seafood asian countri,handl compani oper respons pack seafood,selfemploy busi,purchas seafood whole distribut seafood asian countri
AS11580_1,6153,fisherman,catch sell fish,fisherman,catch fish
AS11580_2,5230,sell fish veget,sell fish veget,street market proprietor,sell fish veget
AS11581_1,3433,clerk,primarili handl document account work,account firm,primarili provid corpor audit servic
AS11581_2,3433,clerk,primarili process document check figur,li ko yan certifi public account central,primarili provid audit servic
AS11581_3,4111,clerk,primarili document work,alpha polym hong kong limit,primarili produc sell silk felt fabric felt
AS11582_1,7313,jewelri manufactur worker,jewelri manufactur,univers jewelri co ltd,jewelri factori
AS11582_2,5169,secur guard,build secur,jone lang wootton,secur compani
AS11582_3,9132,window wash,restaur window washer,swan clean servic compani,wash window
AS11584_1,8340,sailor,ship mainten,ship compani,marin transport
AS11584_2,3142,ship captain,pilot ship,ship compani,marin transport
AS11584_3,1210,proprietor,administr manag,ship compani,marin transport
AS11584_4,3142,ship captain,pilot ship,ship compani,transport food water
AS11585_1,6111,farmer,plant rice,farmer mainland china,farm
AS11585_2,8340,sailor,load unload cargo,man tung tuen ship compani,load unload cargo sea
AS11585_3,7133,mason,transport cement aggreg,construct site,construct site
AS11585_4,5169,watchman,build manag,residenti build,resid
AS11586_1,6110,farmer,farmer,farmer,farmer
AS11586_2,8263,seamstress,sew bed sheet,bed factori,bed manufactur
AS11586_3,9132,janitor,clean,commerci residenti build,build
AS11586_4,9162,park administr worker,weed clean renov park facil,countri park,countri park
AS11587_1,6111,farmer,plant grain,farmer mainland,farmer
AS11587_2,9322,packer,plastic bag packag,plastic bag factori shenzhen,plastic bag manufactur
AS11587_3,5123,waiter,waiter,xiang mi hu restaur shenzhen,food servic
AS11587_4,8290,worker,cut wire,light bulb filament factori wong chuk hang,light bulb manufactur
AS11587_5,1210,proprietor,proprietor manag,retail jewelri store aberdeen,retail jewelri sale
AS11589_1,3211,research student,laboratori clinic research,princ wale hospit sydney,hospit
AS11589_2,3423,consult,agent,manpow hong kong servic ltd,headhunt compani
AS11590_1,3473,cultur worker,cultur perform,peopl liber armi govern,govern depart
AS11590_2,2310,teacher,languag teacher,dalian maritim univers,univers educ
AS11590_3,2320,teacher,languag teacher,tianjin 26 middl school,secondari educ
AS11590_4,1143,administr manag,administr manag,guangdong provinci feder industri commerc,commerc associ
AS11590_5,4111,secretari,cleric,yuehai develop co ltd,trade compani
AS11591_1,4111,cleric,cleric,sin hua bank,bank
AS11591_2,4111,cleric,cleric,bank communic,bank
AS11591_3,1224,administr manag,administr manag,trade compani central,importexport trade compani
AS11591_4,3439,execut director,administr manag,chinahong kong telecom limit,telecommun servic
AS11591_5,1143,administr manag personnel manag,administr manag,associ central,accredit servic
AS11591_6,1227,administr manag,execut manag employe qualiti,secur compani,secur servic
AS11592_1,8263,garment worker,sew cloth sew machin,children apparel garment factori,manufactur children apparel
AS11592_2,9132,janitor,clean work,chuang chen clean compani,provid clean servic custom
AS11594_1,5220,medicin materi busi,medicin materi busi,tradit chines herbal medicin compani,selfemploy busi sell tradit chines herbal medicin materi
AS11595_1,6110,farm,farm,farm guangdong,farm
AS11595_2,7124,construct site carpent,nan,30 differ construct site hong kong,nan
AS11596_1,4111,clerk,document process work,nyp triniti electron compon co ltd,primarili provid electron compon exportimport servic
AS11596_2,4111,clerk,document process work,finland forestri paper compani limit,provid paper exportimport agenc servic
AS11597_1,7311,telescop manufactur worker,manufactur telescop,telescop factori macau,compani manufactur telescop
AS11597_2,5220,salesperson,salesperson,jewelri compani tsim sha tsui hong kong,jewelri busi
AS11597_3,4111,clerk primarili process clerk process document,document process,toy trade compani hong kong,toy export trade
AS11597_4,4222,custom servic,custom servic,chinahong kong toy trade compani,china hong kong toy export trade
AS11599_1,6110,farmer,plant,farm china,farm
AS11599_2,9312,construct site worker,road construct,construct site road construct china,road construct
AS11599_3,8322,transport,transport cargo,selfemploy busi china,sell merchandis
AS11599_4,9322,packer,packer,spin mill tsuen wan,cotton manufactur
AS11599_5,8324,transport,transport merchandis,watson,sell merchandis
AS11599_6,8324,truck transport,truck driver,transport compani,transport merchandis
AS11599_7,8324,truck driver,truck driver,sinohong kong transport compani,sinohong kong cargo transport
AS11600_1,6153,fish,fish,selfemploy fisherman,fish
AS11600_2,5230,sell fish,sell fish,sell fish butterfli estat street market,sell fish
AS11600_3,5123,snack bar busi,sell snack,snack bar,snack bar
AS11601_1,8283,manufactur worker,radio manufactur,electron factori north point,electron manufactur
AS11601_2,8232,manufactur worker,plastic granul manufactur,plastic granul factori aberdeen,plastic granul manufactur
AS11601_3,7346,print worker,print cloth,print compani philippin,print cloth
AS11601_4,8322,transport worker,transport worker,furnitur store causeway bay,furnitur
AS11601_5,7340,print worker,print,print compani tuen mun,print plastic surfac
AS11601_6,5123,counter servic,servic,fast food restaur tuen mun,food servic
AS11604_1,4121,account clerk,account clerk,build construct compani princ edward,build construct
AS11604_2,2452,comput aid cartoon draw,comput cartoon,comic book compani kwai chung,comput cartoon color distinguish
AS11604_3,2452,comput aid cartoon draw,comput cartoon,selfemploy comic book compani,comput cartoon
AS11604_4,4222,custom servic,custom servic,hong kong mtr compani,transport servic
AS11605_1,6111,farmer,plant,farm,plant rice
AS11605_2,8212,brick maker,brick make,cement process plant tuen mun,concret block
AS11605_3,7124,interior design,interior decor,selfemploy interior decor firm,interior decor
AS11606_1,5122,chef western food,cook,boat club restaur aberdeen,member food servic
AS11607_1,4121,inspect book,inspect account,govern account depart zhongshan,inspect govern depart book
AS11607_2,6153,fisherman fish,fish,fisheri zhongshan,fish
AS11607_3,7123,concret worker odd job,pour concret clean,build construct compani kowloon hong kong,build construct site
AS11607_4,3132,signalman,signalman,build construct compani kowloon hong kong,build construct site
AS11609_1,6111,farmer,harvest plant,farm,plant rice
AS11609_2,8143,paper dye worker,dye color paper,paper factori sai wan,print paper
AS11609_3,8232,manufactur worker,toy manufactur,plastic factori shau kei wan,plastic toy
AS11609_4,3141,mainten worker,mainten,ship yard tsing yi,vessel mainten
AS11610_1,6111,farmer plant,plant,farm vietnam,plant rice corn soybean
AS11610_2,6151,fish pond camp,fish pond manag,fish farm vietnames refuge camp hong kong,rais fish
AS11610_3,7123,construct site worker,fix rebar prepar iron materi,hong kong airport,airport construct
AS11611_1,5230,odd job sale,odd job sale,chicken duck livestock sale hong kong,live domest anim sale
AS11612_1,4111,clerk,document process,hk bank,bank oper
AS11612_2,3413,sale,properti sale,real estat compani kowloon,properti sale
AS11612_3,4111,clerk,document process,electron factori tuen mun,electron part packag
AS11612_4,1227,branch manag,manag,real estat compani tsuen wan,properti sale
AS11615_1,2320,mathemat teacher,mathemat teacher,ching kong 3 secondari school,secondari educ
AS11615_2,8263,sew worker,sew garment,ykk garment factori tuen mun,underwear manufactur
AS11615_3,9152,custodian,custodian,butterfli plaza tuen mun,shop merchant
AS11615_4,9152,custodian,custodian,time squar tuen mun,shop merchant
AS11616_1,7120,construct site nail,nail,construct site,build construct
AS11617_1,6111,farmer stone cutter,plant cut stone,farm,plant rice
AS11617_2,9322,odd job,odd job,sweater factori kwun tong,sweater manufactur
AS11617_3,7123,concret cutter,cut concret,construct compani,build construct
AS11619_1,9333,odd job,odd job,ship transport,cargo transport
AS11619_2,9312,construct site odd job mover,move,construct compani,build construct
AS11620_1,9132,janitor,janitor,govern bureau food environment sanit,govern bureau food environment sanit
AS11620_2,8284,manufactur worker,metal alloy manufactur,alloy toy factori,alloy toy manufactur
AS11620_3,8211,manufactur worker,aluminum window manufactur,aluminum window industri,aluminum window manufactur
AS11620_4,9132,janitor,janitor,cement factori green island,cement wholesal
AS11620_5,5169,secur,secur,factori build tuen mun logist compani yuen long,factori build warehous receiv servic
AS11621_1,4223,telephon oper,telephon oper,hong kong jockey club,jockey servic
AS11621_2,2320,teach assist,teach assist,king glori educ,provid educ servic
AS11621_3,2320,teacher chines languag chines histori,teach chines languag chines histori,lutheran english even colleg,provid educ servic
AS11621_4,2320,teacher chines languag,teacher chines languag,baptist colleg,provid educ servic
AS11622_1,5141,apprentic,shampoo hair,hair salon,hair stylist
AS11622_2,9151,letter carrier,letter carrier,bowl alley wanchai,bowl recreat
AS11622_3,5123,waiter,waiter,chines restaur,chines food servic
AS11622_4,4131,warehous staff,warehous staff,vancouv storag servic,storag servic
AS11622_5,3411,stock trader,stock trader,stock trade sheung sui,stock trade
AS11622_6,8322,driver,driver,selfemploy taxi,taxi
AS11624_1,5220,salesperson,sell merchandis,sport good store mong kok,sport good busi
AS11624_2,3340,cram school teacher,teacher,cram school tuen mun,teach cram school student
AS11624_3,5220,salesperson,salesperson,sport good compani mong kok,sport good busi
AS11624_4,4111,clerk,document work,telecommun compani kwai chung,hong kong telecommun servic
AS11625_1,5123,waiter,waiter,neighborhood food store tsuen wan,food servic busi
AS11625_2,8262,weav,weav,fabric factori tsuen wan,fabric manufactur
AS11625_3,8322,driver deliveri person,driver deliveri person,selfemploy truck driver,truck deliveri merchandis
AS11625_4,8323,bus driver,driver,kowloon bus compani,bus servic
AS11626_1,8322,accompani truck deliv finish garment newspap,accompani truck deliv merchandis,light truck transport busi,transport cargo
AS11626_2,8323,minibus driver,minibus driver,public minibus servic,minibus servic
AS11627_1,7341,typeset,typeset,print shop fuzhou china,print book
AS11627_2,8211,hardwar worker,hardwar worker,selfemploy hardwar store,hardwar industri
AS11627_3,8263,leather worker,leather worker,selfemploy sew leather good,leather manufactur
AS11627_4,8232,plastic slipper manufactur,manufactur plastic shoe,selfemploy plastic slipper,manufactur plastic slipper
AS11627_5,5132,health servic provid,health servic worker,pok oi hospit,provid healthcar servic
AS11629_1,5220,salesperson,salesperson,bakeri sai wan,bakeri
