occid,obsseqnr,bjobcoder,bwhsID,bjobnm,bjobdes,bjobco,bjobcode,bjobcertain
3010405,4869,AM,1,commercieel project manager,realiseren van projecten,producent hoogwaardige kitten,2-11.10,Zeker / duidelijk
2481814,4090,AM,3,commerciëel technisch adviseur,verkoop/advies in buitendienst,bouwchemie,2-11.10,Zeker / duidelijk
1711262,2913,AM,3,commercieel technisch binnendienst medewerker,verkopen,fabrikant vloerverwarming,4-51.30,Zeker / duidelijk
2253224,3662,AM,1,commercieel technisch manager,omgaan met klanten die zelf een bouwkavel hebben,bouwondernemer,2-11.10,Zeker / duidelijk
2634384,4338,AM,1,Commercieel verkoper binnendienst,"verkoop, offertes, documentatie, alle resterende frontofficeactiviteiten",Papiergroothandel,4-21.20,Zeker / duidelijk
1525473,2608,AM,1,Commercieel/Administratief medewerkster,diverse administratieve/commerciele werkzaamheden,Evenementen/Organisatiebureau,3-93.10,Zeker / duidelijk
2862738,4773,AM,2,Commercieel/technisch verantwoordelijk,Leidinggevend,Grossier verf en nonpaint voor auto/zwaar vervoer en industrie,2-11.10,Zeker / duidelijk
2166465,3502,AM,1,commercieelbinnendienst assurantiekantoor,commercieel administratief,assurantie,3-93.50,Zeker / duidelijk
1554504,2670,AM,1,Commerciële administratieve binnendienst functie,Veel computerwerk en werkoverleg,Kapitaal goederen met service dienstverlening,3-93.10,Zeker / duidelijk
2166465,3502,AM,5,commerciele binnen en buitendienst,commercieel en adminstratief,assurantiekantoor,3-93.50,Zeker / duidelijk
2128268,3442,AM,2,commerciele medewerkster,commerciele dienst,handelsonderneming,3-00.10,Zeker / duidelijk
1723048,2938,AM,2,Communicatie adviseur,Adviseren,Financiele instelling,2-11.10,Zeker / duidelijk
2813631,4660,AM,1,communicatie en pr,communicaite en pr,centrum voor kunsteducatie,1-59.55,Zeker / duidelijk
2178414,3532,AM,1,Communicatie Manager,ontwikkelen en inzetten van alle interne communicatie middelen; internal branding; directie sparring partner; MVO; communicatie plannen voor projecten,international familie bedrijf (trade) - hoofdkantoor,2-11.10,Zeker / duidelijk
2181426,3541,AM,3,Communicatieadviseur,Communicatieadvies,Zakelijke dienstverlening,2-11.10,Zeker / duidelijk
2424737,3985,AM,1,Communicatieadviseur,interne en externe communicatie,GGD,2-11.10,Zeker / duidelijk
2585212,4251,AM,3,communicatieadviseur,"redigeren, schrijven, communicatieplannen ontwerpen en uitvoeren",IT bedrijf binnen de gezondheidszorg,2-11.10,Zeker / duidelijk
1458286,2504,AM,1,Communicatiemedewerker,Uitvoeren communicatiebeleid,Handel,3-00.10,Zeker / duidelijk
2585212,4251,AM,2,communicatiemedewerker,coordineren communicatieprojecten,Kwaliteitsinstituut,3-00.10,Zeker / duidelijk
2601458,4267,AM,5,communicatiemedewerker,rapporten opstellen,architectenbureau,3-00.10,Zeker / duidelijk
2135762,3452,AM,2,Communicatietrainer,Communicatietrainingen verzorgen,Opleidingsinstituut,2-11.10,Zeker / duidelijk
2543227,4171,AM,1,communication director,"journalistieke activiteiten, interne promotie campagnes maken, wellnes programmas maken, webshop / websites maken, leiding geven, budgetten opstellen",mondiale coatings organisatie,0-84.20,Zeker / duidelijk
2178414,3532,AM,2,Communications Associate,ondersteuning van communicatie manager,biotech - kantoor,2-11.10,Zeker / duidelijk
3044215,4940,AM,2,computer hardware engineer,hardware onderhoud computerapparatuur,computerbedrijf,0-84.20,Zeker / duidelijk
1834305,3134,AM,3,Computer operator,operational beheer computers,Phillips,8-52.40,Zeker / duidelijk
2202288,3563,AM,4,computer operator,beheren/bedienen computers,Ziekenhuis,8-52.40,Zeker / duidelijk
2461041,4050,AM,3,computer operator,operator,gemeente,8-52.40,Zeker / duidelijk
2348718,3849,AM,2,Computer service en verkkoop,Customer en sales support sw,BV,8-52.40,Zeker / duidelijk
2348718,3849,AM,1,Computer service en verkoop,customer support sw en sales support,BV,8-52.40,Zeker / duidelijk
2507802,4112,AM,2,Computer Verkoop,verkoop telecommunicatie computer onderhoud computers,CN ROOD BV,4-51.30,Zeker / duidelijk
1876213,3215,AM,4,concierge,divers,basisschool,5-51.30,Zeker / duidelijk
3074003,4995,AM,1,concierge,alle voorkomende werksaamheden,basisschool,5-51.30,Zeker / duidelijk
2643585,4361,AM,2,Conciërge,"Administratie, bijlessen geven, div aktiviteiten met kinderen",Basisschool,5-51.30,Zeker / duidelijk
2765013,4576,AM,1,conculente /gastvrouw,consulente/gastvrouw,inzetbaar bij bedrijven die een beroep op mij deden.,5-32.90,Zeker / duidelijk
2206436,3576,AM,1,conductrice,spreekt voor zich,ns reizigers,3-60.20,Zeker / duidelijk
2051885,3317,AM,2,confecitiemedewerkster,naaister,confecibedrijf,7-91.30,Zeker / duidelijk
2526367,4143,AM,3,confectie medewerkster,naaien,confectie atelier,7-91.30,Zeker / duidelijk
2844473,4738,AM,2,conrector onderwijs,management,onderwijs,1-39.40,Zeker / duidelijk
2014327,3260,AM,1,Consierge,"Kopiëren, schoonmaken etc",school,5-51.30,Zeker / duidelijk
1743517,2984,AM,1,constructeur,Construeren,Machine bouw,0-32.20,Zeker / duidelijk
2241655,3638,AM,1,Constructeur,"Conructies, bruggen en viaducten, engineeren",Ingenieursbureau,0-32.40,Zeker / duidelijk
2458853,4047,AM,4,constructeur,ontwerpen en tekenen,ingenieursburo,0-32.10,Zeker / duidelijk
2570061,4219,AM,2,Constructeur,Ontwerpen en berekenen van zware machines,Ingenieursburau,0-32.20,Zeker / duidelijk
2677181,4432,AM,2,Constructeur,"tekenen, berekenen en leiding geven",Alum. gevelbouwers,0-32.40,Zeker / duidelijk
1857485,3186,AM,5,Constructie bankwerker,pijpfitter constructiewerker plaatwerker,Machine fabriek,8-71.10,Zeker / duidelijk
2685000,4449,AM,5,Constructie bankwerker,lassen van RVS,RVS mach. fabriek,8-72.10,Zeker / duidelijk
2478187,4085,AM,2,constructie/bankwerker,lassen/ bankwerken,constructiebedrijf,8-72.10,Zeker / duidelijk
1655207,2824,AM,2,constructiebankwerker,divers,metaal en contructie bedrijf,8-72.10,Zeker / duidelijk
2161722,3496,AM,3,Constructiebankwerker,lasser,metaal,8-72.10,Zeker / duidelijk
2253764,3663,AM,2,Constructiebankwerker,montagewerkzaamheden,constructiebedrijf,8-72.10,Zeker / duidelijk
2416241,3968,AM,1,constructiebankwerker,metaalbewerken,metaalbedrijf,8-34.20,Zeker / duidelijk
2763786,4571,AM,2,constructiebankwerker,lasser,heroco/verahtert/cattepiller/tridec,8-72.10,Zeker / duidelijk
2841702,4730,AM,2,constructiebankwerker/ monteur,diverse onderhouds en laswerkzaamheden,diverse,8-72.10,Zeker / duidelijk
2330334,3808,AM,1,constructie-bankwerker/chauffuer/ montuer,lassen-rijden/vrachtw/monteren,trappenfabrikant,8-72.10,Zeker / duidelijk
2183444,3546,AM,2,constructiemedewerker,Vervaardigen van koelceldeuren,Koeltechnisch bedrijf SBZ,8-41.80,Zeker / duidelijk
2843864,4737,AM,1,Constructieschilder,Stralen+Schilderen van bruggen ed.,Straal en Schilder Bedrijf,9-31.20,Zeker / duidelijk
2401044,3932,AM,2,Construction manager onderhoudswerkzaamheden en projecten in chemische industrie,"Begeleiden en organiseren van onderhoud, wijzigingen en nieuwbouw werkzaamheden",Chemie,2-11.10,Zeker / duidelijk
2607404,4280,AM,2,Constultant,Adviseren,Consultancy,2-11.10,Zeker / duidelijk
1606652,2754,AM,1,Consulent,Ondersteunen vrijwillige bestuurders,Nederlandse Rode Kruis,1-93.10,Zeker / duidelijk
2561307,4199,AM,1,Consulent,"voorlichting, begeleiding opleidingen, belastingen",Gastouder bureau,2-11.10,Zeker / duidelijk
3071027,4986,AM,3,Consulent,"advisering, begeleiden, ondersteunen besturen en vrijwillgers, trainingen verzorgen, projecten opzetten",non profit organisatie,1-93.10,Zeker / duidelijk
1800252,3073,AM,3,Consulent Arbeidsvoorziening,inschrijven en aan her werk helpen van werkzoekenden,Arbeidsvoorziening,1-93.10,Zeker / duidelijk
2872700,4797,AM,1,Consulent PR en Voorlichting,"relatiebeheer, projectmatige activiteiten, workshops",gezondheidszorg,1-59.55,Zeker / duidelijk
3004316,4850,AM,2,consulent werk,"begeleiding van jongeren met een uitkering richting werk, scholing, activering, zorg",dienst SoZaWe gemeente Groningen,1-93.10,Zeker / duidelijk
2441484,4014,AM,1,Consulent Wmo,"behandelen aanvragen vervoer, rolstoelen, woonvoorzieningen, hulp bij het huishouden",overheid/gemeente,1-93.10,Zeker / duidelijk
1606652,2754,AM,2,Consulent/ Gedetacheerd Medewerker Educatie,ondersteunen vrijwilligers/besturen en Opleidingen HOC begeleiden,Nederlandse Rode Kruis,1-93.10,Zeker / duidelijk
1606652,2754,AM,3,Consulent/Opleidingsfunctionaris,Ondersteunen Vrijwilligers Sociale hulp verzorgen opleidingen SH,Nederlandse Rode Kruis,1-93.10,Zeker / duidelijk
2672443,4415,AM,3,Consultancy manager,"Implementatie, aansturing",It,2-11.10,Zeker / duidelijk
1540136,2646,AM,5,consultant,"voorstellen schrijven, project aanpak definieren, desk research uitvoeren, data analyse, klant presentaties",onderzoeksbureau,1-31.90,Zeker / duidelijk
2081773,3381,AM,1,Consultant,It,It,0-84.20,Zeker / duidelijk
2154660,3484,AM,5,Consultant,Onderzoek,Milieuadviesbureau,1-31.90,Zeker / duidelijk
2314453,3769,AM,1,consultant,"adviesgesprekken, stukken schrijven, controles, berekeningen, aanbestedingen",adviesbureau,2-11.10,Zeker / duidelijk
2314453,3769,AM,4,consultant,"inrichten nieuwe backoffice, analyse, service level agreements opstellen, procedures schrijven, overleg",management consultancy organisatie,2-11.10,Zeker / duidelijk
2376470,3900,AM,1,Consultant,Zakelijke dienstverlening,Executive Search - Werving & Selectie,2-11.10,Zeker / duidelijk
2503776,4105,AM,4,consultant,consultancy erp systemen,it consultancy bedrijf,0-84.20,Zeker / duidelijk
2537523,4164,AM,4,consultant,programmeren,IT,0-84.20,Zeker / duidelijk
2601458,4267,AM,4,consultant,werving & selectie,werving & selectie,2-11.10,Zeker / duidelijk
2611160,4288,AM,1,Consultant,Adviseren en begeleiden van opdrachtgevers bij organisatie- en personeelsvraagstukken,Adviesbureau,2-11.10,Zeker / duidelijk
2708205,4466,AM,1,consultant,controleur sociale zaken,detacheringsbureau,2-11.10,Zeker / duidelijk
2731325,4512,AM,3,Consultant,Consultancy,ICT,0-84.20,Zeker / duidelijk
2776651,4605,AM,2,Consultant,Consultancy,"IT, Nobel",0-84.20,Zeker / duidelijk
2776651,4605,AM,3,Consultant,"Consultant, docent","IT, Exact",0-84.20,Zeker / duidelijk
2776651,4605,AM,5,Consultant,"Consultant, supportmedewerker","IT, Insad",0-84.20,Zeker / duidelijk
2877763,4811,AM,1,Consultant,"Projectmanagement, software implementatie",Consultancy bedrijf,0-84.20,Zeker / duidelijk
1527447,2612,AM,3,consultant (kantoor)automatisering,"lesgeven, lesmateriaal ontwikkelen, offertes maken e.d.",automatiseringsbedrijven,2-11.10,Zeker / duidelijk
2023421,3279,AM,1,Consultant / Adviseur,"Audit, Compliance & Risk Management",Diversen,2-11.10,Zeker / duidelijk
2611160,4288,AM,2,Consultant Change Management,Adviseren en begeleiden van opdrachtgevers bij organisatieveranderingen,Financieel instituut,2-11.10,Zeker / duidelijk
2672443,4415,AM,1,Consultant ict,"Management, verkoop, implementatie",It,0-84.20,Zeker / duidelijk
2806221,4643,AM,2,Consultant Ruimtelijke Ontwikkeling,Advies en beleid,Ingenieurs- en advies bureau,2-11.10,Zeker / duidelijk
2776651,4605,AM,4,"Consultant, Project manager, People Manager, Teamleider","Consultant, Project manager, People Manager, Teamleider","IT, Syntegra",0-84.20,Zeker / duidelijk
2672443,4415,AM,4,Consultant/manager,"Verkoop, implementatie, aansturing",It,2-11.10,Zeker / duidelijk
2212121,3588,AM,1,Consultatiebureau arts,Periodieke screening en onderzoek gezondheid kinderen 0-4 jaar. Uitvoeren Rijksvaccinatie programma,Thuiszorg organisatie; per 1-1-2010: GGD,0-61.05,Zeker / duidelijk
2138575,3459,AM,3,Consumer Application Engineer,Gebruiks- en gebruikersonderzoek van huishoudelijke apparatuur,Philips,1-31.90,Zeker / duidelijk
1465185,2515,AM,2,Contentbeheerder,Schrijven van teskten t.b.v. dienstverlening,Belastingdienst/Belastingtelefoon,1-59.65,Zeker / duidelijk
1465185,2515,AM,1,Contentmakelaar,Samenbrengen van vraag en aanbod van informatie t.b.v. dienstverlening,Belastingdienst/Belastingtelefoon,3-39.40,onzeker onduidelijke beschrijving
2421512,3975,AM,1,Contentmanger websites,Content management websites,zzp,0-84.20,Zeker / duidelijk
1567360,2694,AM,1,Contract beheerder,Beheren en begeleiden inkoop contracten,Dienstverlening,3-39.40,Zeker / duidelijk
1882682,3230,AM,2,Contract Manager,Facilitair Management,Installatie bedrijf,2-11.10,Zeker / duidelijk
2157104,3489,AM,2,contractmanager,relatiebeheer en contractbeheer van ICT leveranciers,UWV,2-11.10,Zeker / duidelijk
1867427,3201,AM,1,control operator,verschilende,industrie,,
1460577,2508,AM,5,controleur,controleren vakantiehuisjes,exclusief bemiddeling,3-10.10,Zeker / duidelijk
2748684,4535,AM,1,controleur,instellen van boekenonderzoeken bij ondernemingen/ondernemers,Belastingdienst,1-10.20,Zeker / duidelijk
2326762,3797,AM,2,controleur AID,controle meststoffenwet,ministerie van landbouw en visserij,0-79.40,Zeker / duidelijk
2776372,4601,AM,2,Controleur/Rotterdamse Haven,Kwalliteit+Gewichts controle van Koopmansgoederen.,S.G.S.,3-10.10,Zeker / duidelijk
1636103,2802,AM,1,controller,"verzamelen, verwerken van managementinformatie",MKB,3-31.20,Zeker / duidelijk
1706174,2903,AM,2,Controller,Controller,Liquix,3-31.20,Zeker / duidelijk
1760233,3013,AM,1,Controller,Optimaliseren administratieve processen en management informatie,zelfstandig werkzaam voor diverse bedrijven in het MKB,3-31.20,Zeker / duidelijk
2231258,3623,AM,1,controller,"financieel, besturing",onderwijs bovenschools,3-31.20,Zeker / duidelijk
2231258,3623,AM,3,controller,"financieel, besturing",telecomorganisatie,3-31.20,Zeker / duidelijk
2278765,3714,AM,1,controller,financieel administratief,eigen bedrijf,3-31.20,Zeker / duidelijk
2372441,3889,AM,1,Controller,verzorgen gehele financiële administratie incl rapporteren aan directie,financieel dienstverlener,3-31.20,Zeker / duidelijk
2433024,3999,AM,2,Controller,"Uitvoeren interne controle werkzaamheden, interne advisering",Uitgeverij,3-31.20,Zeker / duidelijk
2554282,4190,AM,4,Controller,Administratie/controlling/management,Productie- en verkoop organisatie bitimineuze producten,3-31.20,Zeker / duidelijk
2678832,4436,AM,1,Controller,Verantwoordelijk voor de planning & control,Lokale overheid,3-31.20,Zeker / duidelijk
2678832,4436,AM,2,controller,Verantwoordelijke voor de interne controle en financiele rapportages,Financiele tussenpersoon,3-31.20,Zeker / duidelijk
2786021,4620,AM,3,Controller,Adviseru management en procescontroller,Bank,3-31.20,Zeker / duidelijk
2837414,4720,AM,1,Controller,Financieel,Retail,3-31.20,Zeker / duidelijk
2862486,4772,AM,1,controller,administratief,brouwerij,3-31.20,Zeker / duidelijk
3003230,4847,AM,4,controller,financieel beleid,adviesbureau,3-31.20,Zeker / duidelijk
2680466,4440,AM,1,CONTROLLER CONTRACTACTIVITEITEN,CONTROLLER / ADVISEUR,ONDERWIJS HBO,3-31.20,Zeker / duidelijk
2371742,3888,AM,1,contructie-tekenaar,tekenen,adviesbureau,0-32.50,Zeker / duidelijk
2371742,3888,AM,3,contructie-tekenaar,tekenen / 3d modelleren,adviesbureau,0-32.50,Zeker / duidelijk
2371742,3888,AM,2,contructie-tekenaar constructeur,tekenen en rekenen,adviesbureau,0-32.50,Zeker / duidelijk
1548053,2657,AM,2,Coördiantor Coschappen en keuzeonderwijs,Regelen van coschappen en keuzeonderwijs bij de studiegeneeskunde,Rijksuniversiteit,3-00.10,Zeker / duidelijk
1524081,2603,AM,1,coordinator,"administratie, huisbezoeken, overleg, begeleiden, aansturen",welzijnsorgansiatie,3-00.10,Zeker / duidelijk
2318886,3776,AM,2,Coordinator,Werkzaamheden coördineren binnen een zelfsturend team,Automotive,3-00.10,Zeker / duidelijk
2838474,4724,AM,2,coordinator,coordinatie administratie,tussnschoolse opvang,3-00.10,Zeker / duidelijk
2856351,4760,AM,1,coordinator,coordineren,TNT,3-00.10,Zeker / duidelijk
2651320,4376,AM,2,coördinator,coördineren werkzaamheden,stichting,3-00.10,Zeker / duidelijk
1767022,3030,AM,1,Coordinator / leidinggevende Jongerenwerk,"Leidinggeven van team van 6 tot 12 pers, coordineren van de taken, contact persoon extern met o.a. opdrachtgevers en netwerkpartners",Welzijnsorganisatie,3-00.10,Zeker / duidelijk
2068547,3352,AM,1,Coordinator Administratie Employee Benefits,administratief,tussenpersoon verzekeringen,3-00.10,Zeker / duidelijk
1770116,3034,AM,3,Coordinator Afnamecentra Navelstrengbloedbank,"beggeleiden, coordineren wervings en afnameproces",Sanquin Bloedbank,3-00.10,Zeker / duidelijk
1612433,2764,AM,1,coordinator dagbesteding,coördineren.coachen.begeleiden personeel en cliënten binnen de GGZ,gezondheidszorg niet behandelend maar begeleidend,3-00.10,Zeker / duidelijk
2076164,3369,AM,1,Coördinator Dialoogondersteuning,bouwen dialogen,dienstverlenend,3-00.10,Zeker / duidelijk
3037613,4932,AM,1,coordinator Energie & Milieu,coordineren en registreren energiestromen en milieuaspecten,Geestelijke Gezondheids Zorg,3-00.10,Zeker / duidelijk
1761373,3015,AM,2,coordinator huisartsen,"organiseren regionaal huisartsen overleg, vertegenwoordiging huisartsen",landelijke huisartsen vereniging,3-00.10,Zeker / duidelijk
1548053,2657,AM,1,Coördinator internationalisering,Regelen van inkomende en uitgaande studenten voor studie geneeskunde,Rijksuniversiteit,3-00.10,Zeker / duidelijk
2640201,4355,AM,1,coordinator laboratorium,onderzoek en organiseren,KWR,1-31.90,Zeker / duidelijk
2270587,3697,AM,1,coordinator P&O,personeelszaken,kinderopvang,3-00.10,Zeker / duidelijk
2304803,3746,AM,1,coordinator recruitment,coordinerende taken aan 8 medewerkers,gezondheidszorg,3-00.10,Zeker / duidelijk
2338673,3823,AM,1,coordinator telefooncentrale,begeleiden van de telefonistes en administratieve taken,Verzekeringsbranche,3-00.10,Zeker / duidelijk
1655260,2825,AM,2,coördinator trajectbureau,"management,projectontwikkeling",ondersteuningsorganisatie op onderwijs/welzijnsterrein,3-00.10,Zeker / duidelijk
2622534,4315,AM,1,coördinator verzorgende,coördineren van werkzaamheden en leerlingen/stagiaires begeleiden,Quarijn,3-00.10,Zeker / duidelijk
3003648,4848,AM,1,Coördinator vrijwillige terminale zorg,"Begeleiden van vrijwilligers in de terminale zorg, huisbezoeken afleggen bij terminaal zieke patiënten",St. Vrijwilligerscentrale,3-00.10,Zeker / duidelijk
2287751,3733,AM,2,Coordinator Zomerkampen/jeugdwerkadviseur,jeugdwerk,jongerenorganisatie,1-93.10,Zeker / duidelijk
2280733,3719,AM,1,coördinator/teamleider,leiding geven en lesgeven,onderwijs instellingen,1-31,onzeker onduidelijke beschrijving
1572328,2708,AM,1,Coordinerend Begeleidster OPD,"ondersteunen, begeleiden van verstandelijke gehadnicapten kinderen en hun ouders. Zorg dragen voor een goed verloop binnen het groepsgebeuren, inwerke",Dichterbij- Kleur: OPD,1-93.90,Zeker / duidelijk
1571460,2707,AM,2,coordinerend servicetechnicus,"technisch beheer , aansturen medewerkers","installatiebedrijf , service en onderhoud",0-84.20,onzeker duidelijke beschrijving
2230048,3620,AM,3,correctrice,correctiewerk drukwerken,uitgeverij,3-99.40,Zeker / duidelijk
2671173,4411,AM,2,Correspondent,corresponderen,Verzekeringsmaatschappij,3-93.10,onzeker onduidelijke beschrijving
2012034,3256,AM,2,Cost Accounting Assistant,Financiele rapportages maken en gegevensverwerking,Metaalindustrie,3-39.40,Zeker / duidelijk
1810863,3089,AM,3,Costcontroller,Berekeningen en grafieken maken,Recreatiepark (Centerparcs),3-31.20,Zeker / duidelijk
2064712,3342,AM,1,Cotrols Project Engineer,programeren en in bedrijf stellen van machines,proces automatisering,0-24.10,Zeker / duidelijk
2016378,3263,AM,2,countermedewerker,eten bereiden/verkoop/schoonmaak en alle andere voorkomende werkzaamheden,horeca,5-31.30,Zeker / duidelijk
2016378,3263,AM,1,counter-medewerker,eten bereiden/verkoop/schoonmaak en alle andere voorkomende werkzaamheden,horeca,5-31.30,Zeker / duidelijk
2016378,3263,AM,3,counter-medewerker,eten bereiden/verkoop/schoonmaak en alle andere voorkomende werkzaamheden,horeca,5-31.30,Zeker / duidelijk
2016378,3263,AM,4,counter-medewerker/bedrijfsleider,eten bereiden/verkoop/schoonmaak en alle andere voorkomende werkzaamheden,horeca,5-31.30,Zeker / duidelijk
1460577,2508,AM,1,coupeuse,kleding naaien/herstellen,attelier,7-95.10,Zeker / duidelijk
2087506,3395,AM,2,coupeuse,kleding veranderen,mode winkel,7-95.10,Zeker / duidelijk
2163217,3498,AM,1,coupeuse,coupeuse,modeatelier,7-95.10,Zeker / duidelijk
3002028,4842,AM,3,coupeuse,"patroontekenen, naaien, supervisie",kleding atelier,7-95.10,Zeker / duidelijk
1747674,2989,AM,1,coupeuse/herstellerster,kamgaren stoffen controleren,textielbedrijk,7-95.10,Zeker / duidelijk
2608064,4284,AM,1,Coupeuse/verkoopster,vermaken/verkopen,bruidsmode,7-95.10,Zeker / duidelijk
1874716,3210,AM,2,coupeusse,kleding vermaken in een winkel,Blijdeseijn Tiel,7-95.10,Zeker / duidelijk
1645010,2809,AM,4,Coupeuze,Bankstelkussen maken,Velda Belgie,1-31.90,Zeker / duidelijk
2010304,3253,AM,4,Course Manager,Organizeren van cursusssen (Wetenschap.),Universiteit,1-31.90,Zeker / duidelijk
2300352,3735,AM,1,creatief therapeut,creatieve therapie aan kinderen,speciaal basisonderwijs,1-33.20,Zeker / duidelijk
2300352,3735,AM,4,creatief therapeut,coaching en training,eigen bedrijf,1-92.30,Zeker / duidelijk
2433410,4001,AM,5,creatief therapeut,"dramatherapie individuen, groepen ggz, klinisch en dagbehandeling",GGZ,1-92.30,Zeker / duidelijk
2867350,4786,AM,3,crecheleidster,leidster,creche,1-34.20,Zeker / duidelijk
2816715,4673,AM,1,CSR,Inbound Calls,callcenter,3-94.10,Zeker / duidelijk
2638348,4350,AM,3,cultureel werkster,buurthuisactiviteiten organiseren,centrum alexanderpolder,1-93.30,Zeker / duidelijk
2821035,4684,AM,1,Customer Project Manager,projecten managen,ICT,2-11.10,Zeker / duidelijk
2454608,4039,AM,3,Customer Service assistent manager,"Import/Export van goederen, facturatie, orderverwerking",Amerikaans Chemisch bedrijf,4-10.20,Zeker / duidelijk
2887863,4836,AM,2,customerservice,customer service,toeleveringsbedrijf,4-10.20,Zeker / duidelijk
2343424,3833,AM,2,CV / Airconditioning monteur,,Installatie buro,0-35.50,Zeker / duidelijk
2444728,4019,AM,1,cv monteur,"monteren van ketels, radiatoren en leidingen",instalatie bedrijf,0-35.50,Zeker / duidelijk
2444728,4019,AM,6,cv monteur,cv intalaties aanleggen,instalatie bedrijf,0-35.50,Zeker / duidelijk
2522530,4133,AM,1,cv monteur,,,0-35.50,Zeker / duidelijk
2858452,4768,AM,1,cv monteur,monteren van verwarmingsinstallaties,verwarmingsbedrijf,0-35.50,Zeker / duidelijk
2815014,4666,AM,5,CV monteur / lasser,Installeren en lassen,Installatiebedrijf,0-35.50,Zeker / duidelijk
2838067,4722,AM,4,CV-monteur,het monteren van installaties,installateurs,0-35.50,Zeker / duidelijk
1665640,2847,AM,1,dakbedekker,isoleren,dakdekkersbedrijf,9-53.20,Zeker / duidelijk
2444728,4019,AM,5,dakbedekker,dakbedekking leggen en instalaties aanleggen,dakbedekking en instalatie bedrijf,9-53.20,Zeker / duidelijk
2328162,3803,AM,2,Dakdekker,Dakbedekken bitumen,Dakdek,9-53.20,Zeker / duidelijk
2474101,4075,AM,1,dakdekker,dakdekker,bouw,9-53.20,Zeker / duidelijk
1781208,3059,AM,2,dakpannen maken,dak pannen maken,dakpannen fabriek,9-59.30,Zeker / duidelijk
2345204,3839,AM,1,Danslerares,Dansles geven,Dansschool,1-72.30,Zeker / duidelijk
1834305,3134,AM,5,Data analyst,Analyseren van militer gegevens,Ministery of Defence England,3-99.30,Zeker / duidelijk
1501570,2561,AM,2,Data Typiste,Gevens Invoeren,Service Bureau,3-42.20,Zeker / duidelijk
2206700,3577,AM,2,data typiste,invoer gegevens,verschillende,3-42.20,Zeker / duidelijk
2046867,3307,AM,2,Database Administrator,Beheer van Oracle databases,Telecom organisatie,0-84.20,Zeker / duidelijk
2651320,4376,AM,1,database controller,onderhouden klantendatabase,Holding,0-84.20,Zeker / duidelijk
1540136,2646,AM,1,database marketeer/marktonderzoeker,"bureau onderzoek, telefonisch en mail contact met klanten (collega's) en data leveranciers (extern)",HEMA - Retailer,0-90.30,Zeker / duidelijk
2202288,3563,AM,7,Databaseadministrator/interface onwikkelaar,beheren van databases en maken koppelingen,Ziekenhuis,0-84.20,Zeker / duidelijk
1521681,2597,AM,2,datatypiste,invoeren van postcode via de pc,PTT,3-42.20,Zeker / duidelijk
1542784,2651,AM,2,Datatypiste,Invoeren van belastinggegevens inkomstenbelasting,BELASTINGDIENST Apeldoorn,3-42.20,Zeker / duidelijk
1727217,2952,AM,5,debiteur - crediteuren administratie,aanmanen en betalingen verrichten,Leverancier Computer Systemen,3-39.40,Zeker / duidelijk
1686155,2879,AM,2,Debiteurenbeheerder,"Bellen, Aanmanen etc",Logistieke dienstverlening,3-39.40,Zeker / duidelijk
1762503,3016,AM,3,Declarant,Inklaren vrachtauto's aan de grens,Inklaringsbedrijf,3-91.20,Zeker / duidelijk
3071276,4988,AM,4,deeltijd beeldend kunstenaar,vervaardigen van kunstwerken,ideëel,1-61.30,Zeker / duidelijk
2203645,3569,AM,1,Delivery Support Specialist,Support bieden aan projecten.,IT,3-93.10,Zeker / duidelijk
2514632,4122,AM,2,Delivery/Resourcemanagement,administratief,IT,3-93.10,Zeker / duidelijk
2737323,4522,AM,4,demonstratrice,verkopen van cosmetica,cosmetica,4-51.30,Zeker / duidelijk
2685736,4453,AM,3,depothouder,verlenen van service en maken advertenties,uitgever,1-62.20,onzeker onduidelijke beschrijving
2643585,4361,AM,1,Detailhandel,Verkoop van lederwaren (tassen enz....),Kleine zelfstandige op de markt,4-51.30,Zeker / duidelijk
2580101,4242,AM,1,Deurwaarder,innen van geld of executiemaatregelen treffen,min van fin,5-89.90,Zeker / duidelijk
2580045,4240,AM,2,diabetesverpleegkundige,"voorlichting, begeleiding en therapie",thuiszorg,0-71.20,Zeker / duidelijk
2032416,3290,AM,5,dialyse verpleegkundige,taken dialyseverpleegkundige,ziekenhuis,0-71.20,Zeker / duidelijk
2204536,3572,AM,2,dieetkeuken kokkin,aaalles aangaande dieeten klaarmaken in ziekenhuis en verpleegtehuis,ziekenhuis= verpleegtehuis,5-31.30,Zeker / duidelijk
2812534,4657,AM,3,Dienstmeisje,"huishoudelijk werk, kinderoppas","prive, gezin",5-52.20,Zeker / duidelijk
1566860,2692,AM,3,dienstplicht,monteur,luchtmacht,A,Zeker / duidelijk
1568302,2698,AM,3,Dienstplicht,opleiding tot sergeant,Landmacht,A,Zeker / duidelijk
2213826,3590,AM,4,Dienstplichtig Korporaal,Leidinggevende functie binnen defensie,Defensie,A,Zeker / duidelijk
1506687,2571,AM,3,dienstplichtig militair,organiseren,overheid,A,Zeker / duidelijk
1537104,2642,AM,3,dienstplichtig militair,geleide wapens luchtmacht,Luchtmacht/defensie,A,Zeker / duidelijk
1568167,2697,AM,4,dienstplichtig militair,rekeken en meten en soldaat zijn,landmacht,A,Zeker / duidelijk
1762503,3016,AM,4,Dienstplichtig Militair,Hulp-Administrateur,Landmacht,A,Zeker / duidelijk
