unique_id,isco88_cg_4,occupation_en,task_en,employer_en,product_en
AS14992_1,2411,Accountant,Clerical position in office,Accounting firm,Accounting work
AS14992_2,3121,Writing computer programs,Writing computer programs,"Self-employed, computer company",Writing computer programs
AS14992_3,3415,Trading,Raw materials business,Trading company,Raw materials business
AS14992_4,7231,Management and maintenance/repairs,Management and automotive maintenance and repairs,"Self-employed, running automotive maintenance and repair company",Management and automotive maintenance and repairs
AS14992_5,9151,Delivering newspapers,Management and reception work,"Part time, delivering newspapers",Management and reception work
AS14992_6,5123,Management and receptionist,Management and reception,Restaurant,Management and reception
AS14994_1,5123,Waiter,Waiter,Chinese restaurant,Providing food service
AS14994_2,8283,Manufacturing electronic components,Manufacturing electronic components,Electronics factory in Kwai Chung,Manufacturing electronic components
AS14994_3,5220,Salesperson,Salesperson,Fashion boutique,Selling fashion
AS14994_4,4100,Clerk,Clerical work,Recycling,Recycling
AS14995_1,6111,Farmer,Cultivation and fishing,Farming and fishing,Cultivation and fishing
AS14995_2,7123,Patting cement blinding boards,Removing cement blinding,Construction company,Removing cement blinding
AS14995_3,3152,Management work,Tracking quality control work,"Self-employed, firing clay",Tracking quality control
AS14995_4,6130,Breeding work,"Trimming trees, feeding animals","Self-employed, farm","Trimming trees, feeding animals"
AS14996_1,110,Soldier,Military service,Singapore,Military service
AS14996_2,2144,Engineer,"Designing antennae, circuits, and networks",Telecommunications company in Singapore,"Designing antennae, circuits and networks"
AS14996_3,2144,Engineer,Electronic work projects,Screen door company in Hong Kong,Electronics work projects
AS14997_1,3460,Welfare worker,Activity planning,NGO,Activity planning
AS14997_2,4115,Clerical position in office,Secretary,NGO,Secretary
AS14997_3,4100,Clerical position in office,Clerical position in office,Hong Kong Airport Duty Free Shop,Clerical position in office
AS14997_4,3439,Housing affairs director,Management work,Housing Authority,Village affairs
AS14997_5,9152,Property management work,Patrolling public places,Property management company,Patrolling public places
AS14997_6,3439,Facilities management work,Facilities management,NGO,Facilities management
AS14997_7,3439,Facilities management work,Facilities management,Polytechnic University,Facilities management
AS14999_1,4115,Secretary,Clerical position in office,Hong Kong Exchanges and Clearing Company,Clerical position in administration office
AS14999_2,3429,Administrative assistant,"Administrative management, marketing and promotions",Publishing house,"Administrative management, marketing and promotions"
AS14999_3,4122,Clerical position in office,"Administrative management, marketing and promotions",HP,"Administrative management, marketing and promotions"
AS14999_4,2419,Marketing strategy,"Administration, finance, legal, management work",Consulting for publicly listed companies,"Administration, finance, legal, management work"
AS14999_5,2419,Financial planner,Financial planning,Insurance company,Financial planning
AS15000_1,8290,Packer,Packing work,Candy factory,Packing work
AS15000_2,8283,"Spray painting, installing products, quality control","Spray painting, installation, quality control",Electrical appliance factory,"Spray painting, installation, quality control"
AS15001_1,5123,Floor and kitchen,Floor and kitchen,Crepe shop,Floor and kitchen
AS15001_2,4211,Management,Management work,Karaoke,Management work
AS15001_3,3412,Insurance company agent,Insurance agent,Insurance company,Insurance agent
AS15001_4,8333,Controlling gantry,Controlling heavy machinery,Container pier,Controlling heavy machinery
AS15001_5,5123,Management,Management work,Bar,Management work
AS15002_1,4115,Clerical position in office,Organizing meetings,Social Services Association,Organizing meetings
AS15002_2,4190,Planning programs,Organizing meetings and exhibitions,WEDDING PLANNER,Organizing meetings and exhibitions
AS15002_3,4100,Clerical position in office,Clerical position in office,The Education University of Hong Kong,Clerical position in office
AS15002_4,4100,Clerical position in office,Clerical position in office,Hong Kong Baptist University,Clerical position in office
AS15004_1,5141,Barber,Barber,"Hair salon, Taiwan",Barber
AS15004_2,5141,Barber,Barber,"Nursing home, Hong Kong","Barber, part-time"
AS15004_3,5122,Cook and odd jobs,Casual kitchen help,Restaurant,Casual kitchen help
AS15004_4,9132,Casual kitchen help,Cleaner,Cafeteria,Cleaner
AS15005_1,5123,"Kitchen, bar, floor service","Kitchen, bar, floor service",Tea restaurant,"Kitchen, bar, floor service"
AS15005_2,5122,Pastry chef,Pastry chef,Restaurant,Pastry chef
AS15005_3,5220,Sales,Sales,Broadway Electrical Appliances,Sales
AS15005_4,5220,Sales,Sales,Chow Tai Fook Gold,Sales
AS15007_1,4211,Cashier,Cashier,Fast food restaurant,Cashier
AS15007_2,4211,Cashier,Cashier,Thai restaurant,Cashier
AS15007_3,9132,Housekeeper,Cleaning rooms,Hotel,Housekeeping
AS15007_4,3412,Insurance broker,Selling insurance,Insurance company,Insurance agent
AS15007_5,9132,Housekeeper,Cleaning rooms,Hotel,Housekeeper
AS15009_1,9322,Female packing worker,Packing services,Female packing worker,Packing services
AS15009_10,5220,Convenience store employee,Salesperson,Convenience store employee,Salesperson
AS15009_11,4100,Clerk,Clerical work,Clerk,Clerical work
AS15009_2,9322,Female packing worker,Packing services,Female packing worker,Packing services
AS15009_3,9133,Female dishwasher,Washing dishes,Female dishwasher,Washing dishes
AS15009_4,9132,Female cleaner,Cleaning services,Female cleaner,Cleaning services
AS15009_5,3340,Tutor,Providing homework assistance to children,Tutor,Providing homework assistance to children
AS15009_6,9132,Female cleaner,Cleaning services,Female cleaner,Cleaning services
AS15009_7,8283,Circuit board solder masking,Solder masking,Circuit board solder masking,Solder masking
AS15009_8,5220,Ice cream shop attendant,Selling ice cream,Ice cream shop attendant,Selling ice cream
AS15009_9,5123,Fast food restaurant employee,"Cooking, selling food",Fast food restaurant employee,Making food and selling it
AS15010_1,7137,Maintenance and repair worker,Maintaining and repairing electricity system,Light and power company in Kowloon,Maintenance and repair staff
AS15010_2,7241,Maintenance and repair staff,Maintaining and repairing electrical and battery systems,Cable & Wireless Worldwide,Maintenance and repair staff
AS15010_3,7241,Maintenance and repair staff,Maintaining and repairing electrical system,Fashion company,Maintenance and repair staff
AS15011_1,4100,Clerical position in office,Clerical position in office,Trading company,Clerical position in office
AS15011_2,4100,Clerical position in office,Clerical position in office,Toy company,Clerical position in office
AS15011_3,4100,Clerical position in office,Clerical position in office,Electrical appliance wholesaler,Clerical position in office
AS15011_4,4100,Clerical position in office,Clerical position in office,Xiangsi Company,Clerical position in office
AS15011_5,4100,Clerical position in office,Clerical position in office,Real estate company,Clerical position in office
AS15011_6,4100,Clerical position in office,Clerical position in office,Furniture company,Clerical position in office
AS15012_1,4212,Cashier,Clerical position in office,Po Sang Bank,Cashier
AS15012_2,4212,Cashier,Clerical position in office,Bank of Communications,Cashier
AS15012_3,4212,Cashier,Clerical position in office,Standard Chartered Bank,Cashier
AS15012_4,4100,Clerk,Clerical position in office,Dah Sing Bank,Clerk
AS15012_5,4100,Clerical position in office,Clerical position in office,Export-import company,Clerk
AS15016_1,8283,Manufacturing transistors,Transistor processing,Transistor factory,Transistor processing
AS15016_2,8263,Packing and sewing garments,Packing and sewing clothes,Garment factory,Packing and sewing clothes
AS15016_3,5123,Floor service,Floor service,Restaurant,Floor service
AS15017_1,4100,Clerical position in office,Clerical position in office,Shipping company,Clerical position in office
AS15017_2,1210,Proprietor,Management work,Restaurant,Proprietor
AS15019_1,2144,Electronic engineer,Clerical position in office,Telecommunications company in Hong Kong,IT
AS15019_2,4100,PROJECT MANAGEMENT,Clerical position in office,Surname,Clerical position in office
AS15020_1,7231,Maintaining and repairing automobiles,Maintaining and repairing automobiles,Automotive maintenance and repair company,Maintaining and repairing automobiles
AS15020_2,9322,Packer,Packing,Rainwear factory,Packing
AS15020_3,8322,Delivery person,Delivering merchandise,Delivery company,Delivering merchandise
AS15021_1,9312,Odd jobs at construction site,Odd jobs,Construction company,Odd jobs
AS15021_2,7222,Technician,Mold manufacturing worker,Plastics factory,Mold manufacturing worker
AS15021_3,6112,Flower king,Maintaining and trimming garden,Gardening company,Maintaining and trimming garden
AS15021_4,7124,Construction site interior decoration,Interior decoration,Self-employed,Interior decoration 1212
AS15022_1,4122,MARKETING,Marketing planning,Telecommunications company,Marketing planning
AS15022_2,4122,MARKETING,Marketing planning,ELECTRONIC ITEM,Marketing planning
AS15022_3,4122,MARKETING,Marketing planning,Beverage industry,Marketing planning
AS15022_4,3340,TEACHING,Teaching children to draw,Self-employed,Teaching children to draw
AS15022_5,3340,TEACHING,Teaching children emotion management,CHILDREN LEARNING CENTRE,Teaching children emotion management
AS15022_6,3340,MARKETING,Teaching children emotion management,CHILDREN ART STUDIO,Teaching children emotion management
AS15024_1,3411,"Clerk, trader, management work",Clerical position in office,Bank,Clerical position in office
AS15025_1,5111,Booking plane tickets,Making flight reservations,Airline,Flight reservation services
AS15025_2,2148,Surveyor,"Surveying, cost control, management work",Government construction department,Surveying and cost control
AS15026_1,3433,Reviewing budgets,Clerical position in office,Accounting firm,Clerical position in office
AS15026_2,4121,Accounting,Clerical position in office,Office at factory building,Clerical position in office
AS15026_3,4121,Accounting,Clerical position in office,Golden Harvest Cinema,Clerical position in office
AS15026_4,3433,Accounting,Clerical position in office,Law firm,Clerical position in office
AS15027_1,6130,"Planting vegetables, feeding pigs","Planting vegetables, raising animals",Forestry company,"Planting vegetables, raising animals"
AS15027_2,4100,Clerical position in office,Clerical position in office,Bank,Clerical position in office
AS15027_3,4100,Clerical position in office,Clerical position in office,Finance company,Clerical position in office
AS15030_1,5220,Sales and management work,Sales and management work,Self-employed audiovisual company,Sales and management work
AS15031_1,4100,Clerical position in office,Clerical position in office,Bank,Clerical position in office
AS15031_2,2320,Teacher,"School, teaching middle school students",Secondary school,"School, teaching middle school students"
AS15031_3,2320,Teacher,"School, teaching high school students",Secondary school,"School, teaching high school students"
AS15032_1,4211,Cashier,Cashier work,Restaurant,Cashier work
AS15032_2,3422,Customs clearing agent,"Customs clearing work, document work",Trading company,Customs clearing work
AS15032_3,3340,Drafting instructor,Teaching watercolor painting and children's oil painting,Art gallery,Drafting instructor
AS15032_4,7124,Woodworker,"Manufacturing furniture, skylight frames and skirting",Construction company,Carpenter
AS15034_1,2230,Nurse,Dispensing medications and administering injections,Medical clinic,Nurse
AS15034_2,4131,Clothing wholesaler,Clothing wholesaler document work,Self-employed wholesaler,Clothing wholesaler
AS15034_3,5220,Selling drugs,"Selling drugs, document work",Self-employed pharmacy,Selling drugs
AS15035_1,3460,Activity assistant,Assisting with child care,Community institution,Assisting with child care
AS15035_2,5123,Receptionist,Receptionist,Food service industry,Receptionist
AS15035_3,4222,Receptionist,Receptionist,Office,Receptionist
AS15036_1,7142,Spray painting work,Spray painting,Toy factory,Spray painting
AS15036_2,7436,Affixing buttons,Affixing buttons,Garment factory,Affixing buttons
AS15036_3,6114,Farmer,Planting,Self-employed farmer,Planting
AS15036_4,6112,Planting trees on construction site slopes,Spraying landscaping grass seeds,Landscaping company,Spraying landscaping grass seeds
AS15036_5,9151,Delivering flowers,Delivering flowers,Florist,Delivering flowers
AS15036_6,6112,Tending garden,Garden maintenance,Self-employed gardener,Garden maintenance
AS15036_7,8322,PART TIME taxi driver,Driver,"Self-employed, taxi",Driver
AS15037_1,4100,Clerical position in office,Clerical position in office,Trading company,Clerical position in office
AS15037_2,4100,Clerical position in office,Clerical position in office,Shipping company,Clerical position in office
AS15039_1,4115,Secretary,Clerical position in office,Part-time at insurance company,Secretary
AS15039_2,3340,Cram tutor,Cram tutor,Cram school,Cram tutor
AS15040_1,5220,Salesperson,Salesperson,Department store,Salesperson
AS15040_2,5220,Salesperson,Salesperson,Store,Salesperson
AS15041_1,3415,Wholesale work,Handling all wholesale work,"Self-employed, wholesaler at produce market",Handling all wholesale work
AS15041_2,5220,Salesperson,Buying and selling electrical appliances,Electrical appliance store,Buying and selling electrical appliances
AS15042_1,8264,Pressing woolen sweaters,Pressing sweaters,Garment factory,Pressing sweaters
AS15042_2,8290,Warehouse attendant,Warehouse packing work,Thread factory,Warehouse attendant
AS15042_3,9152,Security guard,Security guard,Residential estate,Security guard
AS15045_1,4115,Secretary,Clerical position in office,Law firm,Clerical position in office
AS15045_2,4115,Secretary,Clerical position in office,Bank,Clerical position in office
AS15045_3,4115,Secretary,Clerical position in office,Hong Kong Jockey Club,Clerical position in office
AS15046_1,4122,Clerical position,Clerical position in office,Securities company,Clerical position in office
AS15046_2,2332,Teacher,Teacher,Kindergarten,Teacher
AS15046_3,4121,Accounting clerk,Clerical position in office,Trading company,Clerical position in office
AS15046_4,4115,Personal assistant,Personal clerical assistance work,Manufacturer in Hong Kong,Personal assistant
AS15047_1,4111,Office assistant,Clerical position in office,Law firm,Clerical position in office
AS15047_2,5123,Waiter,Waiter,Private clubhouse,Waiter
AS15047_3,8322,Taxi driver,Carrying passengers,Taxi driver,Carrying passengers
AS15049_1,6114,Farmer,Farmer,"Agriculture, cultivation",Farmer
AS15049_2,9132,Cleaner,"Cleaner, cleaning offices and washrooms",Cleaning company,Cleaner
AS15049_3,9132,Cleaner and housekeeping assistant,"Cleaner, cleaning offices and washrooms and cooking",Cleaning company and housekeeping assistant,Cleaner and housekeeping assistant
AS15049_4,9132,Cleaner,"Part-time cleaner, offices",Cleaning company,Part-time cleaner
AS15050_1,2411,Accountant,Clerical position in office,Jardine Matheson,Accountant
AS15050_2,2411,Accountant,Clerical position in office,"SME Company, Canada",Accountant
AS15050_3,2411,Accountant,Clerical position in office,Schindler Elevator Company,Accountant
AS15050_4,2411,Accountant,Clerical position in office,Housing Authority,Accountant
AS15051_1,6153,Fisherman,Deep sea fishing,Self-employed fisherman,Deep sea fishing
AS15051_2,7124,Woodworker,Dismantling template guides,Construction company,Woodworker
AS15052_1,5220,Salesperson,Part-time salesperson,Retail fashion sales,Salesperson
AS15052_2,5162,Police officer,Patrol officer,Police officer,Police officer
AS15054_1,8263,Garment factory,Manufacturing children's clothes and wigs and finished garments and antitheft leather handbags,Toy factory,Garment factory
AS15054_2,5220,Salesperson,Selling daily use articles,"Self-employed, salesperson",Salesperson
AS15055_1,110,"People's Liberation Army, director of Culture Office",Political work,People's Liberation Army,Political work
AS15055_2,1210,Trading company proprietor,"Clerical position in office, receiving customers",Self-employed trading company,Clerical position in office
AS15055_3,2451,Author,Writing,"Self-employed, author",Writing
AS15056_1,4100,Clerical position in office,Clerical position in office,Government,Clerical position in office
AS15057_1,5220,Salesperson,Selling computer products,Computer company,Sales
AS15057_2,2419,Financial management,Financial management and analysis,Investment company,Financial management and analysis
AS15057_3,3415,Food trade,Selling food products,Food trading company,Selling food products
AS15059_1,9322,Odd jobs,Odd jobs,Plastics factory,Odd jobs
AS15059_2,8232,Color mixer,"Color mixing, color palette",Plastics factory,Color mixer
AS15059_3,8232,Plastic worker,Machine manager,Plastics factory,Machine manager
AS15059_4,9152,Attendant,Attendant,Management company,Attendant
AS15060_1,9131,Cleaner,Cleaning residences,"Self-employed, cleaning company",Cleaning residences
AS15061_1,6114,Farmer,Farmer,Communist party,Farmer
AS15061_2,9312,"Mason, casual labor","Mason, casual labor",Construction company,"Mason, casual labor"
AS15064_1,6153,Fisherman,Fishing,"Self-employed, fishing boat",Fishing
AS15064_2,8324,Transportation worker,Assisting transportation company,"Self-employed, transportation company",Assisting transportation company
AS15065_1,7241,Apprentice,Learning air conditioning,Air conditioning company,Apprentice
AS15065_2,7241,Master electrician,Maintaining and repairing air conditioners,Air conditioner company,Master air conditioning electrician
AS15065_3,8324,Truck driver,Truck driver,Self-employed,Truck driver
AS15065_4,8322,"Minibus driver, taxi driver","Minibus and taxi driver, carrying passengers",Self-employed full-time and part-time in 2009,Minibus and taxi driver
AS15066_1,7331,Hand-weaving bamboo sun hats,Hand-weaving sun hats,"Hand-woven bamboo sun hats, self-employed",Hand-weaving sun hats
AS15066_2,6114,Farmer,Farmer,Farmer,Farmer
AS15066_3,8263,Garment factory worker,Garment manufacturing worker,Garment factory,Garment manufacturing worker
AS15066_4,5220,Salesperson,Selling shoes,Department store,Salesperson
AS15066_5,5122,Cooking,Cooking,Company cafeteria,Cooking
AS15066_6,9132,Cleaning,Cleaner,Restaurant,Cleaner
AS15067_1,4131,Warehouse director,Warehouse work,Toy and machinery parts factory,Warehouse services
AS15067_2,7241,"Interior decorating worker, electrical",Maintaining and repairing electrical appliances,Interior decorating,Master electrician
AS15070_1,3433,Accounting position,Clerical position in office,"Self-employed, office, accounting firm",Clerical position in office
AS15070_2,4121,Accounting position,Clerical position in office,"Office, accounting firm",Clerical position in office
AS15071_1,5123,Waiter,Waiter work,"Part-time, restaurant",Waiter
AS15071_2,7130,Maintaining and repairing plumbing and electrical,Plumbing and electrical maintenance and repairs,Engineering,Plumbing and electrical maintenance and repairs
AS15071_3,7137,"Maintenance and repairs, gas and electrical engineering",Maintaining and repairing gas and electrical engineering,"Engineering, full-time and part-time",Maintaining and repairing gas end electrical engineering
AS15072_1,3442,Clerical position in tax bureau,Clerical position in office,Government tax bureau,Clerical position in office
AS15072_2,5220,Sales,Management work,"Self-employed, computer sales company",Management work
AS15074_1,9152,Odd jobs,Inspection tours,Property company,Odd jobs
AS15074_2,5162,Police officer,Police officer,Police officer,Police officer
AS15075_1,8262,Knitting sweaters,Knitting sweaters,Woolens mill,Knitting sweaters
AS15076_1,3432,Trainee attorney,Clerical position in office,Law firm,Clerical position in office
AS15076_2,2421,Lawyer,Clerical position in office,Government department,Clerical position in office
AS15077_1,3415,Salesperson,Salesperson,Air cargo service company,Salesperson
AS15077_2,5220,Salesperson,Salesperson,Paint company,Salesperson
AS15077_3,5220,Salesperson,Salesperson,Sporting goods company,Salesperson
AS15077_4,3412,Insurance agent,Salesperson,Insurance company,Salesperson
AS15077_5,5220,Salesperson,Salesperson,Sporting goods company,Salesperson
AS15077_6,3411,Salesperson,Salesperson,Bank,Salesperson
AS15077_7,3412,Salesperson,Salesperson,Insurance company,Salesperson
AS15079_1,4100,Clerical position in office,Clerical position in office,Export-import trading company,Clerical position in office
AS15080_1,4100,Clerical position in office,Export-import trade,Trading company,Export-import trading company
AS15081_1,7222,Locksmith,Opening locks,Lock company,Opening locks
AS15081_2,8322,Self-employed driver,-8,Self-employed driver,Driver and delivering merchandise
AS15082_1,8269,Cutting materials and packaging them,Cutting materials and packaging,Garment factory,Cutting materials and packaging
AS15082_2,5169,Security guard,Security work,Police station,Security work
AS15082_3,4131,Warehouse attendant,Security work,Warehouse,C
AS15084_1,5220,Salesperson,Salesperson,Electrical appliance company,Salesperson
AS15084_2,5220,Salesperson,Salesperson,Hong Kong Broadband,Salesperson
AS15084_3,4212,Bank services,Selling products,Bank,Selling products
AS15085_1,9132,,Cleaning work,,Cleaning work
AS15085_2,6114,Farmer,Plowing,Farmer,Plowing
AS15085_3,9132,Cleaning work,Cleaning work,Restaurant,Cleaning work
AS15086_1,4100,Clerical position in office,Clerical position in office,Spinning mill,Clerical position in office
AS15087_1,6114,Farmer,Plowing,Farming,Farmer
AS15087_2,8263,Garment manufacture,Garment manufacture,Garment factory,Garment manufacture
AS15087_3,7433,Altering clothing,Altering clothing,Self-employed,Altering clothing
AS15089_1,9133,Kitchen,Kitchen chores,Food service industry,Kitchen
AS15089_2,5123,Waiter,Waiter,Restaurant,Waiter
AS15089_3,4100,Clerical position,Clerical position in office,Construction site,Clerical position in office
AS15089_4,5220,Salesperson,Sales,Cosmetics,Sales
AS15090_1,6130,"Teacher, raising pigs, kitchen","Teacher, raising pigs, planting vegetables",Educated urban youth,"Teacher, raising pigs, planting vegetables"
AS15090_2,2332,Kindergarten teacher,Teacher,Kindergarten,Teacher
AS15090_3,4100,Clerical position in office,Clerical position in office,"Pacific Trading Company, Hong Kong",Clerical position in office
AS15090_4,3433,Accounting work,Clerical position in office,Chinese-owned institution,Clerical position in office
AS15090_5,1224,Apparel store manager,Management work,Apparel store,Management work
AS15090_6,3433,Accounting work,Clerical position in office,Chinese-owned institution,Clerical position in office
AS15090_7,3439,Deputy general manager,Management work,Guangdong Holdings Group,Management work
AS15090_8,5169,Security guard,Security work,Guangdong Holdings Group,Security guard
AS15090_9,3412,Insurance agent,Insurance agent,Insurance company,Insurance agent
AS15091_1,9111,Selling bean curd jelly,Selling bean curd jelly,Self-employed street vendor,Selling bean curd jelly
AS15091_2,8263,Production line,Producing finished garments,Sweater factory,Producing finished garments
AS15091_3,3439,Management work,Management work,Sweater factory,Management work
AS15092_1,4100,Clerical position in office,Clerical position in office,Trading company,Clerical position in office
AS15094_1,7231,Automotive maintenance and repairs,Automotive maintenance and repairs,Automotive maintenance and repairs,Automotive maintenance and repairs
AS15094_2,7241,Maintenance and repairs,Repairs and maintenance,Bowling alley,Repairs and maintenance
AS15094_3,8322,Minibus driver,Carrying passengers,Minibus driver,Minibus driver
AS15094_4,1226,Minibus station chief,Management work,Minibus station chief,Management work
AS15095_1,5122,Chef,"Kitchen, chopping work",Food service industry,"Kitchen, chopping work"
AS15096_1,9333,Transportation,Transportation,"Cargo vessel, self-employed",Transportation
AS15096_2,3142,Ship captain,Ship captain,Yacht,Ship captain
AS15096_3,8324,Driver,Driver,Truck,Driver
AS15097_1,9322,Odd jobs,Odd jobs,Garment factory,Odd jobs
AS15097_2,4100,Clerical position in office,Clerical position in office,Trading company,Clerical position in office
AS15099_1,8263,Garment factory worker,Garment worker,Garment factory,Garment worker
AS15099_2,9151,Letter carrier,Delivering documents,Law firm,Letter carrier
AS15100_1,7222,Hardware master,Hardware work,Hardware store,Hardware work
AS15100_2,8322,Driver,Picking up/driving boss,Driver,Driver
AS15100_3,8324,Driver,Delivering merchandise,Soda and beer company,Delivering merchandise
AS15101_1,4100,Civil service administration,Clerical position in office,Government,Clerical position in office
AS15102_1,1224,Management,Buying foreign liquor,Wine company,Buying foreign liquor
AS15102_2,1233,Marketing manager,Marketing strategy,Fashion company,Marketing strategy
AS15102_3,2310,University lecturer,Teacher,University in the United Kingdom,Teacher
AS15102_4,2310,University professor,Teacher management work,Hong Kong Baptist University,Teacher
AS15104_1,5220,Salesperson,Salesperson,Rice store,Salesperson
AS15104_2,5122,Chef,Cooking food,Japanese restaurant,Chef
AS15105_1,4100,Clerical position in office,Clerical position in office,Airline,Clerical position in office
AS15106_1,8263,Garment worker,Garment worker,Garment factory,Garment worker
AS15106_2,4211,Cashier,Cashier,Restaurant,Cashier
AS15106_3,9132,Odd jobs,Odd jobs,"A restaurant, self-employed",Odd jobs
AS15107_2,5162,Auxiliary police,Patrolling,Police officer,"Patrolling, management work"
AS15107_3,4131,Clerical position in office,Clerical position in office,"University of Hong Kong, warehouse",Clerical position in office
AS15109_1,9322,Packer,Packer,Electronics factory,Packer
AS15109_2,7422,Scaffolding worker,Scaffolding worker,Glass works,Scaffolding worker
AS15109_3,8251,Silkscreen printing worker,Printing,Silkscreen printing company,Printing worker
AS15109_4,8264,Laundry worker,Washing clothes,Hotel,Laundry worker
AS15110_1,4121,Census and Statistics Department,Clerical position in office,Government,Clerical position in office
AS15110_2,5161,Fire fighter,EMT work,Fire Services Department,EMT work
AS15111_1,4100,Clerical position in office,Clerical position in office,Export trading company,Clerical position in office
AS15112_1,7231,Maintenance and repair technician,Maintaining and repairing trucks,Truck maintenance and repair company,Providing truck maintenance and repair services
AS15114_1,9322,Odd jobs,Odd jobs,Spinning mill,Odd jobs
AS15114_2,5123,Waiter in restaurant,Waiter at bar,Restaurant,Waiter at bar
AS15114_3,8324,Driver,Transporting cargo,Self-employed container truck,Transporting cargo
AS15115_1,7222,Keys,Keys,Hardware factory,Keys
AS15115_2,9312,Odd jobs,Odd jobs,Construction site,Odd jobs
AS15115_3,5122,Kitchen worker,Cutting work,Restaurant,Kitchen
AS15115_4,9322,Packaging,Odd jobs,Spinning mill,Odd jobs
AS15115_5,9312,Odd jobs,Odd jobs,Construction site,Odd jobs
AS15116_1,7124,Woodworker,Interior decorating,Interior decorating company,Woodworker
AS15117_1,5162,Police officer,Carrying out peace officer work,Police officer,Carrying out peace officer work
AS15119_1,2320,teacher,Teaching,Secondary school,Teaching
AS15121_1,7241,Apprentice,Installing appliances,Light bulb store,Installing electrical appliances
AS15121_2,7344,Working in film development shop,"Film development work, retail sales",Film development shop,"Film development work, retail sales"
AS15122_1,9333,Odd jobs,Odd jobs,"Self-employed, household products store",Odd jobs
AS15125_1,4100,Clerical position,Clerical position in office,Garment factory,Clerical position in office
AS15125_2,4100,Clerical position,Clerical position in office,Telecommunications company,Clerical position in office
AS15125_3,4100,Clerical position,Clerical position in office,Garment factory,Clerical position in office
AS15125_4,4100,Clerical position,Clerical position in office,Telecommunications company,Clerical position in office
AS15125_5,5141,Cosmetologist,Applying makeup,Self-employed cosmetologist,Cosmetologist
AS15125_6,3228,Dispenser of medications,Dispensing medications,Traditional Chinese medicine clinic,Dispenser of medications
AS15126_1,4115,Secretary,Clerical position in office,Architecture firm,Clerical position in office
AS15126_2,3433,Accounting,Clerical position in office,Publishing house,Clerical position in office
AS15126_3,3433,Accounting,Clerical position in office,Toy company,Clerical position in office
AS15126_4,3433,Accounting,Clerical position in office,Architecture firm,Clerical position in office
AS15127_1,2411,Auditor,Clerical position in office,Accounting firm,Clerical position in office
AS15127_2,2411,Auditor,Clerical position in office,Bank,Clerical position in office
AS15127_3,4100,PROGRESSING MANAGEMENT,Clerical position in office,Bank,Clerical position in office
AS15129_1,4100,Clerical position in office,Clerical position in office,Art supplies company,Clerical position in office
AS15129_2,4100,Clerical position in office,Clerical position in office,Public information search company,Clerical position in office
AS15129_3,4100,Clerical position in office,Clerical position in office,Religious institution,Clerical position in office
AS15129_4,4100,Clerical position in office,Clerical position in office,Hospital Authority,Clerical position in office
AS15130_1,8264,Clothes presser,Clothes presser,Garment factory,Clothes presser
AS15130_2,8272,Making ice cream,Making ice cream,Ice cream factory,Making ice cream
AS15130_3,8264,Clothes presser,Clothes presser,Garment factory,Clothes presser
AS15130_4,3213,Agriculture and forestry assistant,Odd jobs and inspection and control work,"Agriculture, Fisheries and Conservation Department",Odd jobs and inspection and control work
AS15131_1,4100,Clerical position in office,Clerical position in office,Telecommunications company,Clerical position in office
AS15131_2,4100,Clerical position in office,Clerical position in office,"Architectural Services Department, Hong Kong Government",Clerical position in office
AS15131_3,4100,Clerical position in office,Clerical position in office,Hong Kong Post,Clerical position in office
AS15132_1,4100,Clerical position in office,Clerical position in office,Accounting firm,Clerical position in office
AS15132_2,5220,Salesperson,Salesperson,Daily use articles company,Salesperson
AS15132_3,4100,Clerical position in office,Clerical position in office,Export-import trading company,Clerical position in office
AS15132_4,5163,Disciplined Services,Management work,Correctional Services,Management work
AS15134_1,3434,Data analyst,Clerical position in office,Chinese Academy of Sciences,Data analyst
AS15134_2,zzzz,Volunteer,Providing suggestions for kitchen,St. James' Settlement,Volunteer
AS15134_3,zzzz,Volunteer,Providing suggestions to kitchen,St. James' Settlement/Church,Volunteer
AS15135_1,4100,Clerical position in office,Clerical position in office,Trading company,Clerical position in office
AS15136_1,3112,Construction site assistant engineer,Engineering assistant,Construction site,Engineering assistant
AS15136_2,3439,Highways Department,Project supervision,Government,Project supervisor
AS15136_3,3439,Civil engineering explosives director,Managing explosives,Government,Explosives director
AS15136_4,3439,Buildings Department,Building management work,Government,Building management work
AS15137_1,4222,Receptionist,Receptionist,Interior decorating company,Receptionist
AS15137_2,5123,Waiter,Waiter,Restaurant,Waiter
AS15137_3,4100,Clerical position,Clerical position in office,Retailer,Clerical position in office
AS15137_4,4100,Clerical position,Clerical position in office,Retailer,Clerical position in office
AS15139_1,4100,Clerical position in office,Clerical position in office,Food processing plant,Clerical position in office
AS15139_2,zzzz,Graduate student,Clerical position in office,Dye works,Clerical position in office
AS15139_3,1222,Factory director,Clerical position in office,Dye works,Clerical position in office
AS15139_4,5220,Salesperson,Clerical position in office,Trading company,Clerical position in office
AS15139_5,1222,Proprietor,Clerical position in office,"Self-employed, dye works",Clerical position in office
AS15140_1,6112,Planting fruit and sugar cane,Planting fruit and sugar cane,Fruit farmer,Planting fruit and sugar cane
AS15140_2,5220,Salesperson,Buying groceries,Grocery store,Salesperson
AS15140_3,7124,Interior decorating worker,Interior decorating worker,Interior decorating company,Interior decorating worker
AS15142_1,8322,Transporting pork,Transportation services,Transportation services,Transportation services
