occid,obsseqnr,bjobcoder,bwhsID,bjobnm,bjobdes,bjobco,bjobcode,bjobcertain
2226684,3611,am,1,parketlegger,parketlegg,parket bedrijf,9-54.75,zeker duidelijk
2076177,3370,am,2,parketteur,leggenonderhoud hout vloer,hout,9-54.75,zeker duidelijk
2347750,3845,am,1,partim verkoopster,verkoopster,lederwarenbranch,4-51.30,zeker duidelijk
2144382,3464,am,3,pastoral werker,bezoekwerk wijkactiviteit organiser voorgan kerk,kerkelijk organisatie,1-41.40,zeker duidelijk
3026658,4903,am,1,pedagogisch adviseur,pedagogisch adviser,ggd,1-32.90,zeker duidelijk
1846784,3152,am,2,pedagogisch assistent,begeleid therapie,instell mens verstand beperk,1-35.90,zeker duidelijk
2737275,4521,am,3,pedagogisch asssistent,ondersteun pedagog,instell verstand gehandicapt,1-35.40,zeker duidelijk
3024541,4898,am,1,pedagogisch coach,begeleid leidster peuter,stichting peuterspeelzal leid,1-34.20,zeker duidelijk
1881007,3224,am,2,pedagogisch hulpverlener,groepsleidsterambulantbegeleider,agogisch zorgcentrum,1-34.20,zeker duidelijk
2420027,3970,am,1,pedagogisch mederwerker,groep verzorg begeleid,kinderdagverblijf,1-34.20,zeker duidelijk
2420027,3970,am,2,pedagogisch mederwerker,eigenar begeleid groep,kinderdagverblijf,1-34.20,zeker duidelijk
1528206,2614,am,2,pedagogisch mederwerker kinderopvang assistent leidinggev kinderopvang,begeleid kinder leeftijd 0 4 jar begeleid team mak rooster mak pedagogisch beleid,kinderopvang,1-34.20,zeker duidelijk
1528760,2618,am,1,pedagogisch medewerker,begeleid kinder tekst schrijv rediger,kinderopvangorganisatie,1-34.20,zeker duidelijk
1611101,2762,am,1,pedagogisch medewerker,begeleid kinderenouder kinderafdel ziekenhuis adviser begeleid kind ouder diver opvoedkund gedragsproblem via pol,kinderafdel alg ziekenhuis,1-34.20,zeker duidelijk
1611101,2762,am,2,pedagogisch medewerker,begeleid ouder kind kinderoncologisch afdel verwerk ziekt ondergan onderzoek behandel sterftebegeleid,academisch kinderziekenhuis,1-34.20,zeker duidelijk
1611101,2762,am,3,pedagogisch medewerker,begeleid kinder psychiatrisch aandoen dag 24 uur behandel bied structur veilig verzorg,kinderpsychiatrisch afdel academisch ziekenhuis,1-34.20,zeker duidelijk
1611101,2762,am,4,pedagogisch medewerker,verzorg begeleid groep licham gehandicapt kinder 4 18 jar thuis kond won,kinderrevalidatiecentrum,1-34.20,zeker duidelijk
1787233,3070,am,1,pedagogisch medewerker,omgang kinder,naschol kinder opvang,1-34.20,zeker duidelijk
2055621,3323,am,3,pedagogisch medewerker,begeleid bewoner,inr vmens verstand beperk,1-34.20,zeker duidelijk
2061863,3334,am,1,pedagogisch medewerker,begeleid groep kinder,bso,1-34.20,zeker duidelijk
2061863,3334,am,4,pedagogisch medewerker,begeleid meervoud gehandicapt kinder,dagverblijf meervoud gehandicapt kinder,1-34.20,zeker duidelijk
2166472,3503,am,1,pedagogisch medewerker,peuter speelzaalkind begeleid,peutercentrum,1-34.20,zeker duidelijk
2181077,3540,am,1,pedagogisch medewerker,begeleid verzorg ven kinder activiteit organiser begeleid contact ouder onderhoud gesprek voer observer verslag,kinderdagverblijf peutergroep,1-34.20,zeker duidelijk
2463631,4056,am,1,pedagogisch medewerker,begeleidenondersteun moeilijk opvoed jonger,otto gerhard heldring stichting,1-34.20,zeker duidelijk
3002531,4844,am,1,pedagogisch medewerker,zorg babys peuter,kinderopvang,1-34.20,zeker duidelijk
3010510,4870,am,1,pedagogisch medewerker,verzorg kinder,meander kinderopvang,1-34.20,zeker duidelijk
2061863,3334,am,3,pedagogisch medewerker babygroep,opvang verzorg babies,kinderdagverblijf,1-34.20,zeker duidelijk
2680812,4442,am,1,pedagogisch medewerker jeugdhulpverlen,begeleid kinder jonger ouder,instell jeugdhulpverlen,1-34.20,zeker duidelijk
1648083,2813,am,1,pedagogisch medewerkster,begeleid klein kinder,kinderdagverblijf,1-34.20,zeker duidelijk
2270587,3697,am,4,pedagogisch medewerkster,groepsleidster,kinderopvang,1-34.20,zeker duidelijk
2428762,3994,am,1,pedagogisch medewerkster,groepsleidster buitenschol opvang,kinderopvang organisatie,1-34.20,zeker duidelijk
2734508,4518,am,1,pedagogisch werker,kinderdagverblijf,ska,1-34.20,zeker duidelijk
2586172,4255,am,3,pedagogisch medewerker b kinder 412 jr specialistich behandelgroep,all zorg begeleid breedt zin woord,entrea,1-34.20,zeker duidelijk
2842411,4733,am,1,pedagogisch medewerkster,groepsleidster kinderdagverblijf,kinderopvang,1-34.20,zeker duidelijk
2061863,3334,am,2,pedagogish leidinggev,leiding gev kinderdagverblijf,kinderdagverblijf,1-34.20,zeker duidelijk
3026658,4903,am,2,pedagogogisch adviseur,pedagogisch adviser,bureau jeugdzorg,1-34.20,zeker duidelijk
2047767,3308,am,1,pedicur,pedicur,eenmanszak,0-79.90,zeker duidelijk
2108784,3411,am,1,pedicur,voetverzorg,nan,0-79.90,zeker duidelijk
2280107,3716,am,1,pedicur,voetverzorg,nan,0-79.90,zeker duidelijk
2467220,4064,am,2,pedicur,voetverzorg,zelfstand,0-79.90,zeker duidelijk
2622534,4315,am,2,pedicur,nan,zelfstand,0-79.90,zeker duidelijk
2666575,4400,am,1,pedicur,werkgever,pedicuresalon,0-79.90,zeker duidelijk
2830075,4704,am,2,pedicur,voetverzorg,zelfstand,0-79.90,zeker duidelijk
3044455,4941,am,1,pedicur,behandelenpedicur mens beperk,instell mens beperk,0-79.90,zeker duidelijk
3044455,4941,am,2,pedicur,behandelenpedicur,gewon thuis,0-79.90,zeker duidelijk
1820653,3111,am,2,penitentiair inrichtingswerker,gevangenisbewaardster,min justitie,5-89.30,zeker duidelijk
2401486,3934,am,1,penitentiair inricht werker,begeleid gevangen,dienst justiel inricht,5-89.30,zeker duidelijk
1725473,2946,am,1,pensioen,nan,nan,X,zeker duidelijk
2764253,4572,am,3,pensioenadviseur,pesnioenadvies,detacher,2-11.10,zeker duidelijk
2625755,4325,am,1,pensionado,,,X,zeker duidelijk
1577858,2721,am,1,personal trainer,coach begeleid doelstell bv afvall fitter,eenmansbedrijf,1-80.50,zeker duidelijk
2674364,4422,am,5,personel planner,personel plann locatie,eurestcompas,3-92.30,zeker duidelijk
2674364,4422,am,6,personel planner,rooster mak personel,belastingdienst,3-92.30,zeker duidelijk
1542684,2650,am,1,personeelsadviseur,personeelsgebegeidingadviser,schoonmaakbedrijf,1-94.20,zeker duidelijk
2223435,3605,am,1,personeelsadviseur,managementondersteun tak gebied personel organisatie,open bibliothek,1-94.20,zeker duidelijk
2223435,3605,am,2,personeelsadviseur,managementondersteun tak gebied ao,provincial kruisveren zuid holland,1-94.20,zeker duidelijk
2753277,4543,am,2,personeelsadviseur,adviser leidinggev personeelsbeleid,zorgroep,1-94.20,zeker duidelijk
1802243,3078,am,5,personeelsassistent,personeelsbeher,faculteit tandheelkund,3-93.10,zeker duidelijk
1542684,2650,am,3,personeelsfunctionaris,personeelswerk,middel schol,3-93.10,zeker duidelijk
2005142,3246,am,4,personeelsfunctionaris,verantwoord personel salarisadministratie,schoonmaakbedrijf,3-93.10,zeker duidelijk
2304803,3746,am,2,personeelsfunctionaris,adviser ondersteun tak uitvoer personeelsbeleid,gezondheidszorg,3-93.10,zeker duidelijk
2554227,4187,am,1,personeelsplanner,plann tijdregistratie,groentefruit industrie,3-92.30,zeker duidelijk
1781208,3059,am,3,person vervoer,vervoer gehandicapt person,vervoer bedrijf,9-85.40,zeker duidelijk
2770111,4584,am,1,personenschad behandelar,admisnistratief,verzekeringsmaatschappij,3-93.10,zeker duidelijk
2050584,3312,am,1,person begeleider,begeleid mens verstand beperk,instell mens verstand beperk,1-93.90,zeker duidelijk
2820566,4680,am,1,person begeleider,begeleid kind pddnos,nvt,1-93.90,zeker duidelijk
3007546,4861,am,2,person begeleider,groep verstand gehandicapt begeleid,stichting verstand gehandicapt,1-93.90,zeker duidelijk
2586172,4255,am,1,person begeleider lvgjonger,all zorg dagelijk praktijk begeleid rondom client regel,plurynjpheij,1-93.10,zeker duidelijk
1826777,3118,am,4,person begeleider ermelo,begeleid clin0074,verst gehandicaptenzorg,1-93.90,zeker duidelijk
2586172,4255,am,2,person begeleider verst beperkt mens zwar gedragsproblematiek,all zorg dagelijk praktijkd mentord,pluryngroesbek tehuiz,1-93.90,zeker duidelijk
2017813,3267,am,1,person verzorg huishoud hulp,huishoud werk bejaard verzorg,zelfstand,5-52.20,zeker duidelijk
3024541,4898,am,2,peuter plus leidster,begeleid peuter,peuterspeelzal,1-34.20,zeker duidelijk
1611101,2762,am,5,peuterkleuterleidster,leid peuter kleutergroep algemen tak buurthuis,buurthuis,1-34.20,zeker duidelijk
1705342,2900,am,2,peuterleidster,begeleid jong kinder 2 tm 4 jr ontwik,peuterspeelzal,1-34.20,zeker duidelijk
1875757,3212,am,2,peuterleidster,groep kinder leid,peuterspeelzal,1-34.20,zeker duidelijk
2324503,3791,am,2,peuterleidster,leidster,peuterspeelzal,1-34.20,zeker duidelijk
2382820,3912,am,1,peuterleidster,ochtendactiviteit peuter,swa,1-34.20,zeker duidelijk
2576664,4234,am,2,peuterleidster,begeleid jong kinder 24 jarig,peuterspeelzal,1-34.20,zeker duidelijk
2716405,4488,am,2,peuterleidster,kinder spel verzorg observer contact ouder,peuterspeelzal,1-34.20,zeker duidelijk
1758373,3009,am,1,peuterleidster voorschol,peuter verzorg opvoed begeleid gelukk mak ouder begeleid daarin,stichting welzijn amersfoort,1-34.20,zeker duidelijk
2108450,3410,am,1,peuterspeelzal,leid groep peuter 15 peuter vve programma kaleidoscop,kindercentra triangel hof twent,1-34.20,zeker duidelijk
2217660,3596,am,2,peuterspeelzaalleidster,begeleid activer rapporter,kinderopvang,1-34.20,zeker duidelijk
2465381,4060,am,2,peuterspeelzaalleidster,peuter begeleid,peuterspeelzal,1-34.20,zeker duidelijk
2402035,3935,am,4,pijpbewerker pijpmonteur,zagenborenlassenmonter,dieselmotor metaalbewerkingsbedrijf,8-71.10,zeker duidelijk
3058570,4971,am,2,pijpfitter,construer mak stal leiding,metal industrie,8-71.10,zeker duidelijk
2343424,3833,am,3,pijpleid monteur,bewerk pijp schep,scheepswerf,8-71.30,zeker duidelijk
1778680,3050,am,1,plat constructie bankwerker,bankwerker,metal breuer doesburg tegel,8-34.20,zeker duidelijk
2755248,4551,am,7,plaatsvervang hoofd voorlicht pr,leidnggev circa 10 fte,elektriciteitsproducent distributeur,2-11.10,zeker duidelijk
1778680,3050,am,4,plaatwerkerbankwerker,cnc bestur machines,oce vd grint venlo,8-33.20,zeker duidelijk
1536527,2639,am,1,planner,plann,logistiek,3-92.30,zeker duidelijk
1732578,2960,am,5,planner,personeelclient plann thuiszorg,thuiszorgorganisatie,3-92.30,zeker duidelijk
1740076,2976,am,1,planner,planning,transportbedrijf,3-92.30,zeker duidelijk
1778820,3051,am,3,planner,plann men materiaal,havenbedrijf,3-92.20,zeker duidelijk
1810863,3089,am,1,planner,plann,ict,3-92.30,zeker duidelijk
1877271,3217,am,1,planner,plann,onderwijs,3-92.30,zeker duidelijk
2200025,3560,am,1,planner,plann administratie,reinig bedrijf,3-92.30,zeker duidelijk
2464054,4057,am,2,planner,rit inplann,veevoerfabriek,3-92.30,zeker duidelijk
2716543,4489,am,1,planner,plann,dienstverlen sector,3-92.30,zeker duidelijk
2750571,4537,am,5,planner,plann rit leiding gev 40 chauffeur drie planner,transportbedrijf,3-92.30,zeker duidelijk
2780255,4610,am,1,planner,administratief,electronic,3-93.10,zeker duidelijk
3017155,4882,am,2,planner,kantooractiviteit,kartonnagedrukkerij,3-92.30,zeker duidelijk
1501182,2560,am,1,planner intercedent,mens uitzend,uitzendbureau,1-94.20,zeker duidelijk
2353143,3858,am,1,planner thuiszorg eerst everantwoord verzorg thuiszorg,plann routes aanvrag zorg indicaties 1e aanspreekpunt client naast professionel zorgverlener,proteion thuiszorg,3-92.30,zeker duidelijk
2877224,4810,am,2,planning,planning,sportbedrijf,3-92.30,zeker duidelijk
2806221,4643,am,4,planolog,beleid mak,gemeent,0-21.30,zeker duidelijk
2648030,4372,am,2,plant manager,leidinggev,chemisch industrie,2-11.10,zeker duidelijk
2023313,3278,am,3,plantsoen medewerker hovenier,onderhoud groen,gemeent,6-27.40,zeker duidelijk
2680710,4441,am,15,plastic bewerker,bewerker plastic product gebruikt werd raffinaderij,plastic verwerkersbedijf,9-01.50,zeker duidelijk
1532151,2627,am,4,plastic tass mak,plastic tass mak,plastic packing,9-01.50,zeker duidelijk
1845132,3149,am,4,ploegbas,runn afdel finisch,textiel,2-11.10,zeker duidelijk
2045333,3305,am,2,pluimveehouder,oppfok leghenn reproduktie dier,zelfstand,6-12.40,zeker duidelijk
2152320,3479,am,1,poedercoater,schoonblaz,poedercoat,7-34.50,zeker duidelijk
2756664,4556,am,2,poedertechnolog glasontwikkel,ontwerp mengkamersystem ontwikkel technisch glaz,philip,0-29.20,zeker duidelijk
2143138,3463,am,2,poelierkaasboer,verkop leiding gev,handelsondernem,4-51.30,zeker duidelijk
2741303,4528,am,2,politicus,bestur,overheidsorgan,3-10.10,zeker duidelijk
2854810,4755,am,2,politicus,bestur controler,provincial stat,3-10.10,zeker duidelijk
2301158,3738,am,1,politie ambtenar,geuniformeerd surveillancedienst 1970 tot1980 1980 1986 wachtcommandantgroepsleider 1986 2006 ontwikkelaaruitvoerdercoordina,gemeenteregiopolitie amsterdamamstelland,5-82.20,zeker duidelijk
2240618,3637,am,1,politieambtenar,hoofdinspecteur,politie organisatie,5-82.20,zeker duidelijk
1756785,3002,am,1,politieagent,basis politie zorg,over,5-82.20,zeker duidelijk
2616255,4300,am,1,politieagent,diver,semi over,5-82.20,zeker duidelijk
2722764,4498,am,3,politieagent,surveillanc,gemeentepolitie stadskanal,5-82.20,zeker duidelijk
2750488,4536,am,4,politieagent,handhav opspor,politie,5-82.20,zeker duidelijk
3046133,4945,am,1,politieagent,uniformdienst recherch,politie,5-82.20,zeker duidelijk
1777411,3047,am,1,politieambtemar,diver,politie,5-82.20,zeker duidelijk
2180777,3539,am,2,politieambtenar,all voorkom politiewerkzam uniformdienst,politie amsterdam politie utrecht,5-82.20,zeker duidelijk
2414020,3959,am,1,politieambtenar,surveiller bureauwerkzam,politie,5-82.20,zeker duidelijk
2714766,4485,am,1,politieambtenar,recherch teamchef,over,5-82.20,zeker duidelijk
2810350,4650,am,1,politieambtenar,straatdienst recherch vreemdelingendienst,rijkspolitie politie regio den bosch,5-82.20,zeker duidelijk
1580505,2727,am,1,politiebeambt,arrestantenvervoer recherchewerk,regiopolitie twent,5-82.20,zeker duidelijk
1658567,2835,am,2,politieman,operationel politietak,politie,5-82.20,zeker duidelijk
2115808,3421,am,1,politieman,sturend coordiner uitvoer,politie,5-82.20,zeker duidelijk
2384048,3916,am,1,politiemedewerker,recherch,politie,5-82.20,zeker duidelijk
1645010,2809,am,1,pompbedi,all voorkom werkzam,esso,4-51.90,zeker duidelijk
1757434,3005,am,1,pompbedi,winkelcassier,tankstation,4-51.90,zeker duidelijk
2176872,3528,am,6,pompbedi,autos tank doorsmer,garag,4-51.90,zeker duidelijk
2304103,3743,am,4,pompbedi,medewerker benzinepomp fietswinkel administratief,detailhandel,4-51.90,zeker duidelijk
3020003,4886,am,5,pompbedi,benzin tank winkel runn,pompstationgulf,4-51.90,zeker duidelijk
2548562,4180,am,2,ponstypist,typ,gazell rijwielfabriek,3-21.40,zeker duidelijk
2733110,4516,am,3,ponstypist,kartotheekponstypistecontroler,postorderbedrijf wekhamp,3-42.20,zeker duidelijk
2733110,4516,am,4,ponstypist,ponstypist,postbank,3-42.20,zeker duidelijk
2761045,4565,am,2,poortart,assietnt chirurgie ziekenhuis,ziekenhuis lichtenberg,0-61.30,zeker duidelijk
1514078,2586,am,1,portret fotograf,fotografer bewerk afdruk verkop,fotostudio,1-63.20,zeker duidelijk
1462034,2510,am,2,post bezorger,sorter bezorg post,post bedrijf dhlselektmail,3-70.30,zeker duidelijk
2838036,4721,am,1,postbezorg,postbezorg,postbedrijf,3-70.30,zeker duidelijk
1605434,2749,am,1,postbezorger,post slecter bezorg,sandd postbezorg,3-70.30,zeker duidelijk
1870388,3204,am,1,postbezorger,postbezorg,tnt,3-70.30,zeker duidelijk
2235761,3631,am,2,postbezorger,4 dag pw postbezorger fiet aug eind okt,tnt,3-70.30,zeker duidelijk
2333821,3813,am,1,postbezorger,bezorg post,postnl,3-70.30,zeker duidelijk
2624211,4319,am,3,postbezorger,postbezorg,ptt post,3-70.30,zeker duidelijk
2672443,4415,am,6,postbezorger,post sorter,post,3-70.30,zeker duidelijk
2751640,4539,am,1,postbezorger,post bezorg,tnt postnl,3-70.30,zeker duidelijk
3067584,4981,am,2,postbezorger,rondbreng post pakketjes huis,sandd tnt post,3-70.30,zeker duidelijk
2064702,3341,am,1,postbezorgster,post rond breng,tnt,3-70.30,zeker duidelijk
2230048,3620,am,2,postbezorgster,post bezorg,tnt post,3-70.30,zeker duidelijk
2624083,4318,am,1,postbezorgster,post bezorg,tpgpost,3-70.30,zeker duidelijk
1505361,2566,am,1,postbod,chauffeur bestelauto,postnl,3-70.30,zeker duidelijk
1671376,2855,am,1,postbod,sorterenbezorg,postnl,3-70.30,zeker duidelijk
2050214,3311,am,2,postbod,besteller,tnt post,3-70.30,zeker duidelijk
2060424,3330,am,3,postbod,sorter bezorg poststuk per fiet,post,3-70.30,zeker duidelijk
2563633,4206,am,2,postbod,post bezorg,tnt,3-70.30,zeker duidelijk
2613472,4295,am,1,postbod,post sorterenbezorgenbrievenbuss legenpost bedrijv ophal bus rijd venray,ptt,3-70.30,zeker duidelijk
2254642,3664,am,2,postmedewerkster,post sorter,tnt post,3-70.20,zeker duidelijk
1682686,2874,am,3,postsorteerder,sorter post machines smk smg,tnt,3-70.20,zeker duidelijk
2133277,3446,am,2,postsorteerder,handmat machinal sorter post sorteercentrum,postnl toentertijd ptt post,3-70.20,zeker duidelijk
2766733,4580,am,2,postsorteerder,post sorter,tnt post,3-70.20,zeker duidelijk
1762831,3018,am,1,postsorteerster,pakket sorter,postnl,3-70.20,zeker duidelijk
2007731,3250,am,1,pr medewerker,administratief,attractiepark,3-93.10,zeker duidelijk
2808243,4647,am,3,prakiser dierenart,dierenartsenpraktijk landbouwhuisdier,maatschap,0-65.10,zeker duidelijk
2803210,4633,am,1,praktijkbegeleider,begeleider,amforsbedrijv,2-11.10,zeker duidelijk
2524525,4138,am,1,praktijkmanager,administratie,huisartsenpraktijk,3-93.10,zeker duidelijk
2548755,4181,am,1,praktijkmanager,financiel administratie organisatie,tandartspraktijk,3-39.40,zeker duidelijk
1780607,3057,am,1,praktijkondersteuner,begeleid chron ziek binn huisartspraktijk,huisartsenpraktijk,0-62.10,zeker duidelijk
2608554,4286,am,1,praktijkondersteunerdiabeteszorg,patientenspreekur,detacher thuiszorgorganisatie huisart,0-62.10,zeker duidelijk
1717427,2927,am,1,praktijkopleider,begeleidenbeoordel leerling stagiares,verzorgingshuis,5-99.40,zeker duidelijk
2322248,3780,am,1,praktijkopleider,schol coach,ziekenhuis,5-99.40,onzeker onduid beschrijv
2456681,4042,am,1,praktijkopleiderverpleegkund coordinator,introducerenbegeleidenbeoordel student uitvoer verpleegkund tak instell,verpleegverzorgingshuis,0-71.10,zeker duidelijk
2582534,4245,am,4,praktijkopleid verpleegkund,verpleegkund tak diver afdel,pieter pauw ziekenhuis wagen,0-71.10,zeker duidelijk
2385654,3920,am,6,predevelopment enginer,proces productieautomatiser,industrial enginer,0-28.10,zeker duidelijk
1556465,2673,am,1,predikant,pastorat voorgan kerkdienst cateches bestur werk,idel instell nonprofit organisatie,1-41.20,zeker duidelijk
1582087,2732,am,1,predikant,voorganger pkn,protestant kerk nederland,1-41.20,zeker duidelijk
2144543,3466,am,1,preventie assistent,gebit reinig enz,tandartspraktijk,5-99.40,zeker duidelijk
2774180,4594,am,1,preventie assistent,preventie assister werk,tandarstpraktijk,5-99.40,zeker duidelijk
1550810,2664,am,3,pricing manager,verantwoord prijz marges prijsprocess,groothandel laboratorium benodigd,2-11.10,zeker duidelijk
1507372,2574,am,2,priv taxichauffeur,personenvervoer algemen directievervoer,taxibedrijf,9-85.30,zeker duidelijk
2541764,4168,am,2,proceroperator,bedien installatie,staalbedrijf tata stel,7-21.40,zeker duidelijk
1850375,3159,am,7,proces enginer,process verbeter,metalectro industrie,0-24.10,zeker duidelijk
3056528,4963,am,5,proces enginer electronic,ontwikkel test oploss tbv broadcast camera system,electronica technologie,0-23.10,zeker duidelijk
1688080,2885,am,1,proces mgr rd,rd troubl shooting,metal verpakkingsindustrie,2-19.20,zeker duidelijk
1731521,2957,am,2,proces operator,beher petrochemisch process,shell,7-00.40,zeker duidelijk
2178532,3534,am,1,proces operator,controler proces,chemisch bedrijf,7-00.40,zeker duidelijk
2362664,3875,am,1,proces operator,machines bedien proces controler,voeding industrie melkpoederverpapp,7-00.65,zeker duidelijk
3057213,4968,am,1,proces operator,gat houd proces,chemisch fabriek,7-00.40,zeker duidelijk
1658000,2832,am,1,proces operator n regelkamer,bijregel via computer process,dsm,7-00.40,zeker duidelijk
2561633,4201,am,1,proces oprerator,aanvoer grondstoff,papier fabriek,,nan
3036207,4928,am,1,procescontroller,controller,bankwez,3-31.20,zeker duidelijk
1850467,3160,am,1,procesmanager,aanstur medewerker bedenk process,ict organisatie,2-11.10,zeker duidelijk
2786021,4620,am,2,procesmanager,adviseur process controles uitvoer,bank,2-11.10,zeker duidelijk
3007208,4859,am,3,procesmedewerker,machinevoorder coatmachin,papierfabriek,7-34.50,zeker duidelijk
2557517,4195,am,1,procesondersteuner,adm ondersteun,gemeent,3-93.10,zeker duidelijk
2132532,3445,am,1,procesoperator,ontwikkelar verpakkenbatterij test,polariod,9-71.55,zeker duidelijk
2515568,4123,am,1,procesoperator,bedien,chemisch industrie,7-00.40,zeker duidelijk
2616228,4299,am,3,procesoperator,proces,chemisch industrie,7-00.40,zeker duidelijk
2616288,4301,am,3,procesoperator,weerstandj controler bewerk,phycomp,8-72.45,zeker duidelijk
2642264,4360,am,1,procesoperator,procesregelar oxy2,tata steal,7-21.40,zeker duidelijk
2671026,4409,am,1,procesoperator,procesbeheers,zuivel,7-00.40,zeker duidelijk
3031468,4916,am,1,procesoperator,operatormonteur,hoogoven oxystaalfabriek,7-21.20,zeker duidelijk
3031468,4916,am,2,procesoperator,procesoperatormonteur,tata steeldompelverzinklijn,7-21.40,zeker duidelijk
2308737,3759,am,1,procesoperator,nan,shell,7-00.40,onzeker onduid beschrijv
2600231,4261,am,1,procesoperator bierbrouwerij,brouwer,bierbrouwerij,7-78.20,zeker duidelijk
2634684,4340,am,2,procesoperator papierfabriek,papiermachines bedien,papierfabriek,9-10.40,zeker duidelijk
2233874,3627,am,1,proces enginer,kantoorwerk productieproces optimalisatie problem oploss,productiebedrijf,3-93.10,zeker duidelijk
2546875,4178,am,1,procestechnolog,productontwikkel,zuivelindustrie,0-25.10,zeker duidelijk
3044481,4942,am,2,procestechnolog chemisch technolog,procesoptimalisatie,papierindustrie,0-25.10,zeker duidelijk
1882288,3228,am,1,prodctie leider,prodktieplann total organisatie produktie personel facilitair zak,machinefabriek,2-11.10,zeker duidelijk
2240472,3636,am,1,producer tv radio internetreclam,planning mak begrot opstell verantwoord drag proces begeleid,reclam bureau,1-74.40,zeker duidelijk
2882006,4824,am,2,product designer,uitwerk machin ontwerp,machin fabriek,0-28.10,zeker duidelijk
2601458,4267,am,1,product manager,market,farmaceutisch bedrijf,2-11.10,zeker duidelijk
2786065,4621,am,1,product manager,product management,it telecommunicatie,2-11.10,zeker duidelijk
1540136,2646,am,2,product manager wereld regio,verkop product data analys collegas land aannem motiver train klantpresentaties gev omzet doelstell hal,niels data leverancier consultant supermarkt gerelateerd artikel,2-11.10,zeker duidelijk
1711262,2913,am,1,product ontwikkelar,ontwikkel,fabrikant vloerverwarm,0-24.80,zeker duidelijk
2601458,4267,am,2,product specialist,arts specialist bezoek,farmaceutisch bedrijf,3-93.10,zeker duidelijk
2882006,4824,am,3,product specialist,commerciel aanbied mak portfolio gericht onderhoud,machin fabriek,3-93.10,zeker duidelijk
1577316,2720,am,1,productie management,regelgev initier overlegg,staalindustir,2-11.10,zeker duidelijk
3015565,4880,am,6,productie mederwerkster,assambler tvonderdel werk perchloorethylen,philip electronica,8-54.20,zeker duidelijk
1860003,3187,am,1,productie medewerker,machin voerder,papierfabriek,,nan
1870388,3204,am,3,productie medewerker,achter machines zit machinefabriek stans bor enz,machin fabriek,9-10.50,zeker duidelijk
2213765,3589,am,3,productie medewerker,productie,poedercoat,7-34.50,onzeker onduid beschrijv
2127478,3439,am,1,productie medewerkster,sticker inpak,social werkplat,9-71.50,zeker duidelijk
2600273,4262,am,4,productie medewerkster,all voorkom werkzam,soort uitzendorganisatie,,nan
2758642,4561,am,2,productie medewerkster,lopend band,philip,9-71.55,zeker duidelijk
2600273,4262,am,5,productie medewerkster naaiatelier,productie werk naai overlock machin,naaiatelier kleding gordijn,7-95.10,zeker duidelijk
1522318,2599,am,2,productieleider,leid productie,productie handzepenshampooscar claening product,7-00.60,zeker duidelijk
2331731,3809,am,1,productieleider,leiding drukkerij,zeefdrukkerij,2-11.10,zeker duidelijk
2712883,4479,am,1,productieleider,productie aanstur,machinebouw,7-00.50,zeker duidelijk
2874602,4804,am,1,productieleider,leidinggev diver divisies,voedingsmiddel industrie,7-00.65,zeker duidelijk
1658503,2834,am,1,productieleiderploegleider,ploegleider,plasticrecycl,2-11.10,zeker duidelijk
1827317,3121,am,1,productieleidermeubelmaker,werkvoorbereid begeleid medewerker,meubelfabriek,8-11.20,zeker duidelijk
2183165,3544,am,3,productiemanager,nan,nan,2-11.10,zeker duidelijk
1531530,2623,am,1,productiemedewerker,machin bedien,cosmetica,7-41.40,onzeker onduid beschrijv
1631681,2794,am,2,productiemedewerker,lopend bandwerk,kartonnagefabriek,9-71.55,zeker duidelijk
2164220,3500,am,2,productiemedewerker,lass filter,metaalgaasweverij,8-72.10,zeker duidelijk
2183444,3546,am,1,productiemedewerker,lopend sorter veilingkarr,bloemenveil flora holland,9-71.55,zeker duidelijk
2183444,3546,am,3,productiemedewerker,karr bouw fust leg seal bloem,bloemenexportbedrijf bloomines,9-71.50,zeker duidelijk
2183444,3546,am,8,productiemedewerker,karr stapel doz verpakt bloem,bloemenexportbedrijf,9-71.50,zeker duidelijk
2231446,3624,am,1,productiemedewerker,producer medicijn,dierengeneesmiddel,0-65.10,zeker duidelijk
2323024,3783,am,2,productiemedewerker,sjablon mak,textiel industrie,9-29.30,zeker duidelijk
2448786,4025,am,3,productiemedewerker,lopend band werk,vleesfabriek,9-71.55,zeker duidelijk
2575278,4231,am,1,productiemedewerker,inpak,social werkvoorzien,9-71.50,zeker duidelijk
2863366,4777,am,1,productiemedewerker,nabewerk afvoer,metaalbedrijf,8-35.20,zeker duidelijk
3007208,4859,am,1,productiemedewerker,calibratierd werkzam,electrochemisch bedrijf,8-42.35,zeker duidelijk
3031322,4915,am,2,productiemedewerker,lopend band werk,bakkerij,9-71.55,zeker duidelijk
1542784,2651,am,1,productiemedewerkster,vouwenherstelleninpakkenverzendklar mak bedrijfskled,wasserij,5-60.10,zeker duidelijk
1562336,2687,am,1,productiemedewerkster,filer vis,visbedrijf,7-79.40,zeker duidelijk
1740782,2979,am,1,productiemedewerkster,inpak stanswerk kantinejuffrouw,plasticverwerkingsbedrijf,9-71.50,zeker duidelijk
1851801,3165,am,1,productiemedewerkster,machin bedien,artibind,9-26.30,zeker duidelijk
2357524,3867,am,2,productiemedewerkster,expeditie heftruckchauffeuss,kunststofverwerk bedrijf,9-79.20,zeker duidelijk
