occid,obsseqnr,bjobcoder,bwhsID,bjobnm,bjobdes,bjobco,bjobcode,bjobcertain
2041254,3300,am,3,docent,godsdienstless gev,scholengemeenschap,132,zeker duidelijk
2064118,3340,am,1,docent,docer,schol,132,onzeker onduid beschrijv
2075155,3366,am,1,docent,les gev,schol,132,onzeker onduid beschrijv
2115808,3421,am,2,docent,docent,nederland politieacademie apeldoorn,58220,zeker duidelijk
2116470,3423,am,1,docent,lesgev volwassen,roc nijmeg,132,zeker duidelijk
2134237,3449,am,1,docent,lesgev voorbereid,onderwijsinstell,132,onzeker onduid beschrijv
2158630,3492,am,1,docent,lesgev coordinatie ontwikkel,hbo,131,zeker duidelijk
2210465,3583,am,2,docent,lesgev,diver schol havovwo mavo vooral vmbo,132,zeker duidelijk
2220776,3601,am,1,docent,lesgev,schol,132,onzeker onduid beschrijv
2236370,3633,am,1,docent,lesgev organisatie,scholengemeenschap vmbo vwo,132,zeker duidelijk
2281160,3720,am,4,docent,gev less drutechniekenmentorat,middel schol,132,zeker duidelijk
2306844,3753,am,1,docent,onderwijzenleidinggev,middel schol,132,zeker duidelijk
2345250,3840,am,1,docent,lerares,scholengemeenschap mhv,132,zeker duidelijk
2383502,3915,am,1,docent,docent mavohavo,scholengemeenschap,132,zeker duidelijk
2387631,3925,am,1,docent,tek schilderless,diver organisaties beeldend werk aanbied,13250,zeker duidelijk
2431774,3997,am,1,docent,lesgev basisschol,ggd,13320,zeker duidelijk
2465381,4060,am,1,docent,lesgev,ziekenhuis,132,onzeker onduid beschrijv
2508518,4114,am,1,docent,lesgev coach assessment,hogeschol,131,zeker duidelijk
2583574,4247,am,5,docent,vak ontwikkel docer,hbo opleid,131,zeker duidelijk
2584866,4249,am,1,docent,les gev,onderwijs instell roc,132,zeker duidelijk
2613480,4296,am,6,docent,lesgev,universiteit,131,zeker duidelijk
2613480,4296,am,7,docent,lesgev,mbo schol,132,zeker duidelijk
2631366,4336,am,1,docent,lesgev,schol,132,onzeker onduid beschrijv
2675266,4426,am,1,docent,lesgev coach,schol,132,onzeker onduid beschrijv
2713272,4482,am,1,docent,lesgev,schol middel onderwijs havovwo,132,zeker duidelijk
2741303,4528,am,1,docent,lesgev,onderwijs,132,onzeker onduid beschrijv
2758713,4562,am,1,docent,onderwijz examengered mak,taalinstitut,13215,zeker duidelijk
2787576,4626,am,3,docent,lesgev,onderwijsinstell,132,onzeker onduid beschrijv
3003078,4846,am,4,docent,docent initiel opleid ambulanceverpleegkund,medical assistanc international,59940,zeker duidelijk
3021288,4887,am,2,docent,begeleid huisarst opleid,huisartsenopleid,06105,zeker duidelijk
3052677,4952,am,1,docent,lesgev coach,hbo opleid,131,zeker duidelijk
1541821,2648,am,1,docent leerlingbegeleider project,stagebegeleid zorg counsel studievaard less communicatie social vaardig nt2 beroepskeuz projectleider ander,mbo roc eindhov,132,zeker duidelijk
3003078,4846,am,1,docent ontwikkelar,ontwikkel afnem assessment ambulancehulpverlener,umcg ambulancezorg,59940,zeker duidelijk
3003078,4846,am,2,docent ontwikkelar,ontwikkelar docent initiel opleid ambulanceverpleegkund,academie ambulancezorg,59940,zeker duidelijk
1486233,2552,am,2,docent basisschol,lesgev kinder,basisschol helmond gorinchem,13320,zeker duidelijk
2280733,3719,am,2,docent bewegingsonderwijs,lesgev,onderwijsinstell,13290,zeker duidelijk
2454251,4038,am,1,docent bve,docent studieloopbaanbegeleider stagebegeleidster,roc nijmeg,19430,zeker duidelijk
2040767,3298,am,1,docent consumptiev techniek,theoriepraktijkles bpv bezoek,roc twent,13260,zeker duidelijk
1864017,3194,am,1,docent duit,lesgev voortgezet onderwijs,middel scholengemeenschap,13215,zeker duidelijk
2167874,3509,am,1,docent onderzoeker verbond universiteit,colleges gev scriptie begeleid publicer uitgevoerd onderzoek,universiteit,13190,zeker duidelijk
1757106,3003,am,1,docent engel duit voorgezet onderwijs,lesgev coordiner begeleid,schol voortgezet onderwijs,13215,zeker duidelijk
2771452,4588,am,1,docent engel vo,less engel gev,middel schol vmbothavovwo,13215,zeker duidelijk
2807774,4645,am,5,docent fran nederland,lesgev mentorat,gomarus colleg groning,13215,zeker duidelijk
1736726,2972,am,2,docent handvaard,onderwijs,schol,13290,zeker duidelijk
2144382,3464,am,1,docent levensbeschouw havovwo gymnasiium,lesgevenvoorbereid nakijkenleerlingbegeleidingvergader,voortgezet onderwijs,13290,zeker duidelijk
1736726,2972,am,1,docent beweg,bewegingsdocent,gymouder,13290,zeker duidelijk
1527447,2612,am,2,docent middel onderwijs,lesgev,scholengemeenschap vmbohavovwo,132,zeker duidelijk
1505483,2567,am,3,docent natuurkund scheikund,docer begeleid,schol,13230,zeker duidelijk
1657803,2829,am,1,docent nederland,lesgev examen mak vakbondswerk,onderwijs,13215,zeker duidelijk
2722473,4497,am,2,docent nederland,lesgev,hogeschol,13170,zeker duidelijk
2722473,4497,am,4,docent nederland,lesgev,schol,13215,zeker duidelijk
2802743,4631,am,1,docent nederland,docer,middel schol,13215,zeker duidelijk
2807774,4645,am,4,docent nederland,lesgev,international schol dutch cultural organization,13215,zeker duidelijk
2807774,4645,am,3,docent nederland twed tal,lesgev leerlingbegeleider,central opvang voorzien meerweg scholengroep,13215,zeker duidelijk
2722473,4497,am,1,docent nt2,lesgevenopleid,opleidingsinstitut,13215,zeker duidelijk
1752530,2995,am,1,docent nt2 inburger,nederland inburgeringsless verzorg migrant,taalinstell welzijnsorganisatie,13215,zeker duidelijk
3056214,4961,am,1,docent politie,les gev,politie kennemerland,58220,zeker duidelijk
2807774,4645,am,2,docent praktijkonderwijs,lesgev mentorat coordinatie onderwijs zorg lid management team,praktijkonderwijs,132,onzeker onduid beschrijv
1586576,2736,am,2,docent praktisch toepass,begeleid chemie practica,hoger beroepsonderwijs,13120,zeker duidelijk
2133277,3446,am,1,docent scheikund,lesgev middel scholier begeleid stagiaires,open regional schol,13230,zeker duidelijk
2506133,4109,am,1,docent scheikund,docer,voortgezet onderwijs,13230,zeker duidelijk
2613480,4296,am,3,docent span,lesgev,middel schol havovwo,13215,zeker duidelijk
1741567,2981,am,1,docent tai chi tao,lesgev chines bewegingsler,freelanc,13290,zeker duidelijk
1830564,3129,am,5,docent verpleegkund,lesgev verpleegkund roc,roc,07110,zeker duidelijk
1574233,2712,am,1,docent vmbo,lesgev aanverwant tak,schol,132,zeker duidelijk
1686074,2878,am,1,docent vo,lesgev zorg welzijn,vmbo schol,132,zeker duidelijk
2323840,3788,am,2,docent voortgezet onderwijs,lerar ak ml,scholengemeenschap,13240,zeker duidelijk
2166536,3504,am,1,docent zeevaartschol,lesgevenstagecoordinator,hog schol,131,onzeker onduid beschrijv
3035278,4922,am,2,docentleerlingbegeleider,lesgev leerling begeleid sociaalemotionel gebied,vo schol international schakelklass,132,onzeker onduid beschrijv
2722473,4497,am,5,docentpraktijkopleider,lesgevenopleid,opleidingsinstitut,132,onzeker onduid beschrijv
3035278,4922,am,1,docentzorgcoordinator,lesgev enbeleid mak uitvoer gebied leerlingenzorg,vo schol international schakelklass,132,onzeker onduid beschrijv
1580572,2729,am,1,docent,lesgev,voortgezetonderwijs,132,zeker duidelijk
2313351,3766,am,1,docent,les gev bedrijv lesmateriaal ontwikkel,taalinstitut,13215,zeker duidelijk
2737275,4521,am,1,docent,lesgev stag bezoek etc etec,roc,132,zeker duidelijk
2844473,4738,am,4,docent,docer,onderwijs,132,onzeker duidelijk beschrijv
1557777,2677,am,6,docent elektronisch orgel,les gev,muziekschol,17140,zeker duidelijk
1602466,2742,am,2,docent piano,pianoles gev theorieless verzorg ensemblespel leid,muziekschol,17140,zeker duidelijk
3024541,4898,am,3,docent spw opleid,lesgev,mbo opleid id colleg,13290,zeker duidelijk
2838474,4724,am,4,documentair medewerkster,administratie,bank,39310,zeker duidelijk
2471631,4070,am,1,documentalistreprograf,document beher,fokker vliegtuigbedrijf,19190,zeker duidelijk
1814162,3095,am,4,documentenjong,rondbreng document,scheepvaartbedrijv,37040,zeker duidelijk
2716675,4490,am,1,dokterassistent,dokterassistet,huisartspraktijk,06210,zeker duidelijk
1468482,2518,am,2,dokterassistent,all polies behalv kaakchirurgie,ziekenhuis,06210,zeker duidelijk
2126148,3437,am,5,doktersas,adm bloedonderzoek urineonderzoek gehoortest oogtest,ptt,06210,zeker duidelijk
2267245,3689,am,1,doktersassestent,assister v huisarts internist,ziekenhuis,06210,zeker duidelijk
2726231,4500,am,1,doktersassistent,voorbereid assister afwerk poliklinieksessies,ziekenhuis,06210,zeker duidelijk
1506344,2570,am,1,doktersassistent,administratie bloedprik sommig medisch handel,huisart arbodienst bloedprikster huisartsenlaboratorium,06210,zeker duidelijk
1558253,2680,am,3,doktersassistent,afsprak mak divwerkzam praktijk,huisart,06210,zeker duidelijk
1707625,2906,am,6,doktersassistent,assister,huisart,06210,zeker duidelijk
1741521,2980,am,2,doktersassistent,assister administratie,huisartsenpraktijk,06210,zeker duidelijk
1815370,3099,am,1,doktersassistent,telefon administratie medisch handel,huisartsenpraktijk,06210,zeker duidelijk
2075687,3367,am,1,doktersassistent,nan,huisartspraktijk,06210,zeker duidelijk
2218131,3598,am,3,doktersassistent,bloedprik onderzoek,revalidatiecentrum bloedafnam,06210,zeker duidelijk
2230861,3622,am,1,doktersassistent,telefonisch triag wondzorg vaccinaties,huisartsenpost,06210,zeker duidelijk
2280107,3716,am,2,doktersassistent,assister art administratiewerkzam,ziekenhuis,06210,zeker duidelijk
2320075,3777,am,3,doktersassistent,administratief,huisartsenpraktijk,06210,zeker duidelijk
2402257,3937,am,1,doktersassistent,telefoner spreekur patient uitstrijkjes administratief werk,huisartsenpraktijk,06210,zeker duidelijk
2532438,4154,am,1,doktersassistent,planning mak telefonisch su draai applicatiebeher,ggd zuidoost brabant,06210,zeker duidelijk
2564573,4209,am,9,doktersassistent,assistent ok,kno kliniek,06210,zeker duidelijk
3071353,4990,am,1,doktersassistent,administratief medisch,ziekenhuishuisart,06210,zeker duidelijk
2824276,4695,am,1,doktersassitent,manegement,huisartsenpraktijk,06210,zeker duidelijk
2275514,3704,am,2,donatiefunktionaris,spil binn zkhs rondom organ weefseldonatie,zkhs,39310,zeker duidelijk
1474488,2529,am,1,doncent vo,lesgev,middel schol,132,zeker duidelijk
2501874,4103,am,1,doorpasmodel,doorpas,textiel,nan,nan
1855053,3179,am,2,douan,control buitengren,belastingdienst,35950,zeker duidelijk
2354766,3863,am,1,douan,grenscontrol,over,35950,zeker duidelijk
2070877,3357,am,4,douaneambtenar,douanewerkzam,ministerie financien,35950,zeker duidelijk
2203317,3568,am,1,douaneambtenar,douaneformaliteit schpihol,belastingdienst douan,35950,zeker duidelijk
2758315,4558,am,1,douaneambtenar,,douan,35950,zeker duidelijk
2580101,4242,am,2,douanebeambt,control goeder reiziger,min fin,35950,zeker duidelijk
1734648,2964,am,2,douanedeclarant,declarant,douaneexpeditie,35950,zeker duidelijk
2778788,4609,am,2,dpl tankcommandant,onderofficier,leger,a,zeker duidelijk
1736180,2970,am,1,draadtrekker,leidinggev,gaasweverij,72730,zeker duidelijk
2188870,3559,am,1,draadtrekker,draadtrek drad gloei,metaalgaasweverij,72730,zeker duidelijk
1813341,3093,am,1,drogist,werkneemster later eigenar,drogisterij,45130,zeker duidelijk
2028267,3285,am,2,drogist,bedrijfsleider,drogisterij,41030,zeker duidelijk
2181575,3542,am,1,drogist,zelfstand ondernemer komt,drogisterij,41030,zeker duidelijk
2810771,4651,am,1,drogist,inkop verkop leiding gev computer,drogisterij,45130,zeker duidelijk
2554567,4192,am,2,drogist,verkoopster,drogisterij,45130,zeker duidelijk
2287474,3732,am,1,drogist kassier,adviser klant mbt zelfzorgmedicatie informatiebalie,c1000 supermarkt,45130,zeker duidelijk
2331731,3809,am,2,drukker,bedruk verkeersbord,verkeersbordenfabriek,92225,zeker duidelijk
2331731,3809,am,3,drukker,bedruk point salemateriaal,zeefdrukkerij,92930,zeker duidelijk
2050584,3312,am,13,drukkerij medewerker,bijsnijd weekblad pakket mak lopend band werk,drukkerij,92240,zeker duidelijk
2600273,4262,am,2,drukkerij medewerkster,all voorbereid drukwerkactiviteit,drukkerij valk,92240,zeker duidelijk
2008830,3251,am,3,dtp specialist,opmak zet fotos tekst,fotozetterij,16220,zeker duidelijk
2563633,4206,am,4,dtper,opmak dagkrant weekblad intern,abn amro,16220,zeker duidelijk
2046867,3307,am,1,dwh ontwikkelar,ontwikkel databas dwh,reisorganisatie,08420,zeker duidelijk
1822116,3113,am,1,ebedrijfsvoerder,bedrijfsvoer,stroomopwekbedrijf,21110,onzeker onduid beschrijv
2582534,4245,am,1,echoscopist,zwangerschapsechos mak screeningsechos,maaszeiekenhuis boxmer,07710,zeker duidelijk
2020080,3270,am,2,eci telefonist,klantenservic,eci boek,39410,zeker duidelijk
1606110,2752,am,1,edelsmid,edelsmed,eig bedrijf,88050,zeker duidelijk
1570251,2705,am,1,editorvoorlezer,edit krant tijdschrift insprek krant tijdschrift,dedicon uitgevrij gesprok lectur blind slechtziend,15920,zeker duidelijk
1650000,2816,am,1,eerst kok,maaltijd berijdeninkop planning,passagiersschip ziek gehandiekapt,53150,zeker duidelijk
2272753,3700,am,4,eerst operator,machin bedien,polaroid kant klar fotos,92740,onzeker duidelijk beschrijv
2725042,4499,am,1,eerstverantwoord verpleegkund,verpleg coach,verpleeghuis,07110,zeker duidelijk
2725042,4499,am,2,eerstverantwoord verzorg,verpleg coach,verpleeghuis,07110,zeker duidelijk
2535161,4158,am,1,eerstverantwoord verzorg evv,aanspreekpunt client collegas,verpleeghuis,07110,zeker duidelijk
2075687,3367,am,2,ehbo docent,insrructie ehbo,free lanc,59940,zeker duidelijk
2812534,4657,am,1,ehbo docent,lesinstructie gev,divers,59940,zeker duidelijk
2278102,3712,am,2,eig bedrijf,vol mee werk,copieerzak,92240,zeker duidelijk
2878124,4812,am,8,eig bedrijf evenement organiser,organiser feest locatie,organisatiebureau,21110,zeker duidelijk
1501570,2561,am,1,eig transportbedrijf,kantor werhzam,transportbedrijf,39310,zeker duidelijk
2880834,4821,am,4,eig winkel,verkoopster,feestwinkel micker,41030,zeker duidelijk
2473240,4074,am,2,eigenar directeur zorghotel,management uitvoer werkzam,zorghotel zorgtoerism,51020,zeker duidelijk
2050584,3312,am,3,eigenar hondenschol,lesgev directie hondenschol,hondenschol,61240,zeker duidelijk
2068710,3353,am,1,eigenar hotel restaurant,gastvrouw plus all ondernemerstak,hotel restaurant,51020,zeker duidelijk
3015677,4881,am,3,eigenar restaurateur,bedien organisatie inkop,hotelrestaurant,51020,zeker duidelijk
1732074,2958,am,1,eigenar webwinkel,verkop product via internet,webwinkel,08420,zeker duidelijk
1766288,3027,am,4,eigenar winkel,inkop verkop poets,huishoudtextiel,41030,zeker duidelijk
1758714,3011,am,2,eigenar zonnestudio,,zonnestudio verhuurverkoopafslank,45130,zeker duidelijk
2816664,4672,am,5,eindcontroleus bovenkled,controler bovenkled,tricotop sittard,45130,onzeker onduid beschrijv
3007544,4860,am,2,electofysiologisch technikus,ondersteun cardioimplantat poli draai,ziekenhuis,01430,zeker duidelijk
1538826,2645,am,9,electricien,electricien,installatiebureau,85510,zeker duidelijk
2280571,3718,am,5,electricien,nieuwbouw electrisch,montag bedrijf,85520,zeker duidelijk
2280571,3718,am,6,electricien,nieuwbouw electrisch,electriciteitsbedrijf,85520,zeker duidelijk
1512181,2584,am,6,electromonteur,montag aanlegg strom circuit huiz fabriek,electro bedrijf,85110,zeker duidelijk
1578083,2722,am,1,electromonteur,leidinggev,installatiebureau,21110,zeker duidelijk
1826687,3117,am,4,electromonteur,electro,installatiebedrijf,85110,zeker duidelijk
1675306,2859,am,4,electromonteurhulpmonteur,aanlegg electrotechnisch installatiesvervang lichtbronn armatur,installatiebedrijf,85110,zeker duidelijk
1508823,2577,am,5,electronicamonteur,test nieuw telefooncentrales,ptt,85110,zeker duidelijk
2321217,3779,am,1,electronicamonteur,onderhoudreparatie electronisch apperatur,bedrijf konink marin,85110,zeker duidelijk
3025630,4899,am,1,electrotechisch enginer,enginer,nut,02305,zeker duidelijk
2826216,4700,am,1,electrotechneut,montag teken servic bedrijf stell,ingenieursburo leverancier electronica,03230,zeker duidelijk
2004481,3245,am,2,elekta monteur,monteur,installatie bedrijf,85110,zeker duidelijk
2761811,4568,am,4,elekto monteur,montag installaties,lan zwag,85110,zeker duidelijk
1570363,2706,am,3,elektomonteur,project,installateur,85110,zeker duidelijk
2188784,3558,am,2,elektricien,mak elektrisch installaties antenn installaties zowel burgerbouw grot bouwwerk,eletrotechnisch installatiebureau,85510,zeker duidelijk
2450811,4027,am,4,elektrisch onderhoud monteur,onderhoud reparer productie strat,philip stadskanal,85110,zeker duidelijk
2236370,3633,am,2,elektro monteur,all voorkom werkzam,elektrotechnisch installatie bedrijf,85110,zeker duidelijk
2335337,3817,am,6,elektro monteur,installatiewerkzam,diver bedrijv totber speng miltenburg,85110,zeker duidelijk
2821387,4687,am,7,elektro monteur,bedrad paneelkast bekabel machines,machinefabriek,85110,zeker duidelijk
2244626,3646,am,1,elektro technisch werkvoorbereider,autocad teken bestek schrijv uitvoer,waterschap,03250,zeker duidelijk
2335337,3817,am,4,elektrokoeltechnisch monteur cq storingsmonteur,electrisch ventilatie koel installaties enz onderhoud storingsdienst draai,rivm,96980,zeker duidelijk
1723074,2939,am,1,elektromomteur,prefabricag infrastructur,strukton rail,85110,zeker duidelijk
1537104,2642,am,2,elektromonteur,aanlegg elektrisch installaties,installateursbedrijf,85110,zeker duidelijk
1746662,2986,am,3,elektromonteur,assembler schakelkast,,85110,zeker duidelijk
2176825,3527,am,2,elektromonteur,aanlegg elektrotechnisch installaties,installatiebedrijf,85110,zeker duidelijk
2337214,3822,am,4,elektromonteur,monter,installatie bedrijf,85110,zeker duidelijk
2672743,4417,am,3,elektromonteur,aanlegg elektrotechnisch installaties lokatie,installatiebedrijf,85110,zeker duidelijk
2872630,4796,am,4,elektromonteur,elektotechnisch ondehoudnieuwbouwantennebouwer,vos elektrotechniek,85110,zeker duidelijk
2872630,4796,am,5,elektromonteur,insaller huisinstallaties,installatiebureau,85110,zeker duidelijk
2612558,4291,am,1,elektrotechnisch cad tekenaarconstructeur,teken ontwerp mbv pc programmas,elektrotechnisch enginer bureausbedrijv,03250,zeker duidelijk
2612558,4291,am,3,elektrotechnisch monteur,elektrotechnisch montag werkzam,elektrotechnisch aannemer,02305,zeker duidelijk
2872630,4796,am,1,elektrotechnisch ondehoudsmonteur windmolen,onderhoud storing oploss,windmolenfabriekant,02305,zeker duidelijk
1463212,2512,am,2,elektrotechnisch projectmonteur,diver elektrotechnisch werkzam utiliteit,elektro infra technisch bedrijf,02305,zeker duidelijk
1528573,2615,am,2,eletromonteur,electro,verkerk zwijndrecht,85110,zeker duidelijk
2068547,3352,am,2,employee benefit controler,administratief,tussenperson verzeker,39350,zeker duidelijk
2644854,4363,am,1,energie milieucoordinator,ales vergunn bepasr mileiuaspect ene fabriek zer diver,abbott laboratories bv,30010,zeker duidelijk
1887533,3239,am,1,enginer,werkvoorbereid teken programmer,metal bedrijf,02410,zeker duidelijk
2415100,3963,am,1,enginer,beheers productie qualiteit development mn pc,ic mak,02410,zeker duidelijk
2600110,4259,am,2,enginer,ontwerp machines,metaalbewerk bedrijf,02410,zeker duidelijk
2752350,4541,am,1,enginer,administrativ,international,39310,onzeker onduid beschrijv
2764758,4574,am,1,enginer,processontwikkel,halfgeleiderindustrie,02305,zeker duidelijk
2863134,4776,am,2,enginer,diver,industir,02810,zeker duidelijk
2863134,4776,am,3,enginer,diver,automotiv,02470,zeker duidelijk
2863134,4776,am,4,enginer,diver,industrie,02810,zeker duidelijk
2863134,4776,am,5,enginer,diver,detacher,02410,onzeker onduid beschrijv
3072331,4992,am,4,enginer,onsit problem oploss klant weg,it dienstverlener,02410,zeker duidelijk
2731807,4513,am,1,enginer klimaattechniek,uitvoeringsgered uitwerk bestek programma eis klimaatinstallaties utiliteitsgebouw,installatietechniek,02250,zeker duidelijk
1724216,2942,am,4,enqueteur marktonderzoekbureau,per telefon person enqueter bedrijfslev consument,marktonderzoekbureau,39410,zeker duidelijk
1582427,2733,am,1,enquetric,person gezin interview,c b s,39310,zeker duidelijk
1645010,2809,am,3,enquetric,enqueter,ned veldwerk centrum den hag,39310,zeker duidelijk
2880814,4820,am,2,entertain,danstheater act,ontspanningreclameentertainment,17230,zeker duidelijk
2433276,4000,am,1,ergotherapeut,,elkerliek ziekenhuis,07630,zeker duidelijk
2655538,4383,am,1,ergotherapeut,ergotherapeutisch begeleid enadviez thuissituatie,eig praktijk,07630,zeker duidelijk
2152567,3480,am,1,ergotherapeut,behandel adviser,eerst lijn praktijk,07630,zeker duidelijk
2445463,4020,am,2,etaleur vertegenwoordiger,etalag mak laatst 2 jar vertw,parfumarie,16250,zeker duidelijk
2758642,4561,am,3,etaleus,aankled etalages,har schoen,16250,zeker duidelijk
1505483,2567,am,2,evangelist pastoral werker,mens werker toerust gesprek voer etc,kerk,14140,zeker duidelijk
2454608,4039,am,2,evenement producer,organiser evenement mak magazines,publiek omroep,15925,zeker duidelijk
1734836,2966,am,3,evenmentenmedewerker,barwerkzam,gelder fod court,53250,zeker duidelijk
2710352,4468,am,1,evver,verzorg ouder administratiev zak hieromtrent,zorgcentrum ouder,59940,zeker duidelijk
2550568,4183,am,1,executiv assistant,assister ceo,philip,32120,zeker duidelijk
1883263,3231,am,2,expediteur,planning inkop verkop transport transport,expeditiebedrijf,45130,zeker duidelijk
1883263,3231,am,3,expediteur,vrachtwagenchauffeur kantoorwerkzaamhedeb,transportbedrijf,98550,zeker duidelijk
2524350,4137,am,5,expeditie manager,management,retail,21110,zeker duidelijk
1580505,2727,am,3,expeditie medewerker,expeditie werkzam,imprex eiberg,39120,zeker duidelijk
2750571,4537,am,6,expeditie medewerker,sorter pakket administratiev werkzam,transportbedrijf,39310,zeker duidelijk
2736046,4520,am,2,expeditie medewerkster,inpak,boekenclub,97145,zeker duidelijk
2827517,4701,am,1,expiditie magazijn medewerkster,inpak verzend order,metaalwar,97145,zeker duidelijk
2412100,3956,am,1,exploitant sigaret automat,automat plaats onderhoud vull,zie a,84970,zeker duidelijk
2705818,4465,am,2,export manager,export activiteit,medisch hulpmiddel benodigd grafisch industrie,21110,onzeker onduid beschrijv
2750828,4538,am,1,exportmedewerker,document mak vervoer regel,leidingsystem,39220,zeker duidelijk
2070386,3354,am,3,fabrieksarbeider,televisiekast monter,philip,85420,zeker duidelijk
2680710,4441,am,6,fabrieksarbeider,radiator lopend band zettenafhalentoezien 2 ploegendienst,radiatorenfabriek,97150,zeker duidelijk
2645776,4366,am,1,fabrikant motor kleding,ler snijder,winkel atelier,79460,zeker duidelijk
2735145,4519,am,1,facilitair management,diver,zorg,21110,zeker duidelijk
2875867,4807,am,1,facilitair manager,manag facilitair afdel,woningcorporatie,21110,zeker duidelijk
2875867,4807,am,2,facilitair manager,manag uitvoer facilitair yak,wereld natur fond,21110,zeker duidelijk
1882288,3228,am,2,facilitair manager chef magazijnexpeditie,facikitair bedrijf aanstur magazijn expeditie aanstur af toe meewerk,machinefabriek,21110,zeker duidelijk
2356168,3864,am,1,facilitairmedewerkstertelefonist,boek vergaderzal parkeerpl aanstur onderhoudsmedewerker coordiner verhuiz intern,postkantor bv,39410,zeker duidelijk
2126148,3437,am,4,facturist,facturer administratie,tectiel bedrijf menko,33940,zeker duidelijk
2357682,3869,am,1,fastfoodmedewerker,verkop mak product,macdonald,51050,zeker duidelijk
2368520,3886,am,2,fiancnaiel,financien,kredietbank,33940,zeker duidelijk
1830375,3127,am,1,field servic enginer,monteur,servic,85240,zeker duidelijk
2101827,3399,am,1,field servic enginer,preventief curatief onderhoud,electronica,85240,zeker duidelijk
2450811,4027,am,3,field servie enginer,installaties reparaties uitvoer computer netwerk,getronic,85240,zeker duidelijk
2062514,3336,am,7,fijn bankwerker,functionel modell mak,development workshop philip,83420,zeker duidelijk
1727834,2953,am,4,filiaalhoudersechtpar,winkel administratie,stomerij,56030,zeker duidelijk
1720312,2931,am,3,filiaalmanager,leidinggev personel verkoopwerkzam,kledingwinkel,45130,zeker duidelijk
2325432,3796,am,2,filiaalmanager,leiding gev,schoen sportbranch,21110,zeker duidelijk
2178414,3532,am,7,filling station manager,verantwoord winkel,benzin station,45190,zeker duidelijk
1877271,3217,am,2,filmbooker,verkoopverhur bioscoopfilm,filmbedrijf,45130,zeker duidelijk
1654804,2823,am,4,filmprogrammeur,artistiek leiding filmhuis,filmhuis,21110,zeker duidelijk
1840818,3145,am,2,finacieel medewerkster,administratie,horeca groothandel,33940,zeker duidelijk
2014327,3260,am,2,finanadmmedewerker,machteg invoerencontroler boek etc,ontwikkelingsorganisatie,33940,zeker duidelijk
2076343,3371,am,2,financ manager,verantwoord financ nederland belgie duitsland,auto importeur,33940,zeker duidelijk
1533431,2628,am,1,financial controler,financiel administratie,diervoederfabriek,33940,zeker duidelijk
2325100,3795,am,1,financieel adm medewerkster,boekhoud bijwerk,universiteit twent,33940,zeker duidelijk
2067150,3349,am,1,financieel administrateur,boekhoud,productiebedrijf kunststoff,33940,zeker duidelijk
2645280,4364,am,1,financieel administratief medewerker,financiel administratie,diver,33940,zeker duidelijk
1867537,3202,am,1,financieel administratief medewerkster,adninistratiev tak,gemeent,33940,zeker duidelijk
2463053,4054,am,1,financieel administratief medewerkster,financiel administratie,examenbureau,33940,zeker duidelijk
1470273,2520,am,1,financieel adviseur,gev financieel advies,mijnassurnantiekantoornu,21110,zeker duidelijk
1735512,2968,am,1,financieel adviseur,control werk,gemeent,21110,zeker duidelijk
2120013,3429,am,1,financieel adviseur,interimmangement advieswerk,adviesburo,21110,zeker duidelijk
2684667,4448,am,2,financieel adviseur,financieel advies,financieel adviesburo,21110,zeker duidelijk
2872265,4794,am,1,financieel adviseur,adviser financiel product,bank,21110,zeker duidelijk
3020003,4886,am,4,financieel adviseur,advies verkop financiel product,assurantiekantor,21110,zeker duidelijk
2433024,3999,am,1,financieel beleidsmedewerker,ontwikkel beleid opstell rapportages intern adviser,woningcorporatie,33940,zeker duidelijk
1620842,2779,am,1,financieel directeur,verzorg administratie rapportages,film tv distributeur,21110,zeker duidelijk
3003230,4847,am,2,financieel management consultant,adviseur,hogeschol,21110,zeker duidelijk
1518155,2593,am,1,financieel manager,lid management team aanstur financiel afdel,krantenuitgeverij,21110,zeker duidelijk
1665783,2848,am,1,financieel manager,plann analyser organiser,afvalinzamel,21110,zeker duidelijk
2081441,3379,am,1,financieel manager,financiel administratie voer,verzeker electro bedrijf,21950,zeker duidelijk
2120013,3429,am,2,financieel manager,financieel management,ziekenhuisorganisatie,21110,zeker duidelijk
2548755,4181,am,3,financieel manager,financiel administratie voorraadbeher inkop goeder,handelsondernem,21110,zeker duidelijk
2554282,4190,am,3,financieel manager,financieel beleid administratiemanagement,productie vekooporganisatie voeding genotmiddelenindustrie,21110,zeker duidelijk
1533431,2628,am,2,financieel medewerker,financiel administratie,machinefabriek,33940,zeker duidelijk
1533431,2628,am,3,financieel medewerker,financiel administratie,varkenshandel,33940,zeker duidelijk
2072112,3360,am,1,financieel medewerker,boekhoud facturer,accountantskantor,33120,zeker duidelijk
2072112,3360,am,2,financieel medewerker,boekhoud,produktiebedrijf,33120,zeker duidelijk
2072112,3360,am,4,financieel medewerker,boekhoud,makelar,33120,zeker duidelijk
2120013,3429,am,4,financieel medewerker,bedrijfseconomisch werkzam,timmerbedrijf,33940,zeker duidelijk
2255172,3667,am,1,financieel medewerker,houd financiel administratie,bibliothek,33940,zeker duidelijk
2548755,4181,am,4,financieel medewerker,bereken verwerk uitker,gemeent social dienst,33940,zeker duidelijk
2783763,4615,am,1,financieel medewerker,betal factur,chemisch,33940,zeker duidelijk
